,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Short-Term Debt,30,20,15,7.5,8.25,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,-
22,Current Portion of Leases,18.67,19.27,19.12,19.45,12.43,12.67,13.6,12.89,2.29,4.47,6.63,8.77,-,-,-,-,-,-,-
23,Current Income Taxes Payable,15.18,7.65,10,2.44,7.64,0.3,-0.11,2.82,16.11,6.01,7.03,1.39,-,7.14,-,3.69,13.28,3.76,3.76
24,Current Unearned Revenue,42.56,20.29,34.92,15.81,0.92,1.98,2.5,3.08,1.29,1.27,1.84,1.61,-,2,-,3.34,1.32,1.79,1.79
25,Other Current Liabilities,5.06,18.48,14.27,12,12.48,0.98,0.73,1.26,1.61,1.01,22.1,12.52,-,1.32,-,3.11,1.2,0.99,0.99
26,Total Current Liabilities,463.26,439.84,301.15,239.07,170.94,141.99,92.07,94.69,113.59,135.9,96.22,78.53,-,102.52,-,56.06,100.36,93.39,93.39
27,Long-Term Leases,23.36,27.75,37.28,41.57,35.23,36.17,37.51,42.37,7.91,-,-,-,-,13.26,-,-,-,-,-
28,Long-Term Unearned Revenue,13.26,13.75,14.23,14.72,15.21,15.7,15.78,16.25,11.73,10.83,11.15,6.48,-,6.87,-,7.11,2.26,2.32,2.32
29,Long-Term Deferred Tax Liabilities,13.94,15.37,17.15,18.14,6.39,6.63,7.02,15.57,11.75,10.07,8,8.35,-,5,-,-,-,-,-
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,0.71,0.97,1.53,-,-,-,-,-,-,-,-
31,Total Liabilities,513.83,496.7,369.82,313.5,227.77,200.49,152.38,168.89,145.69,157.78,116.9,93.36,-,127.65,-,63.17,102.62,95.71,95.71
32,Common Stock,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,-,55.41,-,55.41,55.41,55.41,55.41
33,Additional Paid-In Capital,549.03,549.03,563.19,563.19,563.19,563.19,563.19,563.19,563.19,563.19,563.19,563.19,-,88.18,-,88.18,87.02,87.02,87.02
34,Retained Earnings,230.7,198.44,206.53,203.21,182.84,162.43,185.31,184.41,185.29,160.61,179.75,182.87,-,141.33,-,127.7,117.26,80.54,80.54
35,Total Common Equity,853.62,821.36,843.6,840.28,819.91,799.5,822.38,821.48,822.37,797.68,816.82,819.95,-,284.92,271.29,271.29,259.7,222.98,222.98
36,Minority Interest,53.62,50.11,38.68,34.56,36.48,4.67,2.41,2.44,13.55,13.44,20.11,-,-,-,-,-,-,-,-
37,Shareholders' Equity,907.24,871.47,882.28,874.84,856.39,804.17,824.79,823.92,835.92,811.12,836.93,819.95,-,284.92,271.29,271.29,259.7,222.98,222.98
38,Total Liabilities & Equity,1421,1368,1252,1188,1084,1005,977.17,992.81,981.61,968.9,953.83,913.3,-,412.57,-,334.46,362.32,318.69,318.69
39,Total Debt,72.03,67.02,71.4,68.51,55.91,48.84,51.11,55.27,10.2,6.27,8.43,8.77,-,13.26,-,-,-,-,-
40,Net Cash (Debt),237.72,311.44,368.68,346.01,325.96,423.87,466.84,452.23,249.13,523.18,548.36,581.65,-,66,97.81,97.81,70.1,48.24,48.24
41,Net Cash Growth,-27.07%,-26.52%,-21.03%,-23.49%,30.84%,-18.98%,-14.87%,-22.25%,-,692.72%,460.62%,494.66%,-,36.80%,102.75%,-,-,-,-
42,Net Cash Per Share,3.22,4.22,4.99,4.68,4.41,5.76,6.30,6.12,3.37,7.08,7.42,8.03,-,1.20,1.76,1.77,1.08,0.95,0.95
43,Filing Date Shares Outstanding,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,44.51,55.41,55.63,55.41,55.41,55.41,55.41
44,Total Common Shares Outstanding,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,73.89,44.51,55.41,55.63,55.41,55.41,55.41,55.41
45,Working Capital,665.12,641.45,663.86,654.51,651.19,639.69,666.32,670.18,699,679.75,702.92,726.79,-,199.57,-,209.83,197.06,162.14,162.14
46,Book Value Per Share,11.55,11.12,11.42,11.37,11.10,10.82,11.13,11.12,11.13,10.80,11.06,11.10,-,5.14,4.90,4.90,4.69,4.02,4.02
47,Tangible Book Value,811.81,779.44,801.3,797.72,786.07,789.04,811.84,810.94,800.82,776.02,788.95,816.84,-,281.63,268.57,268.57,256.94,221.59,221.59
48,Tangible Book Value Per Share,10.99,10.55,10.85,10.80,10.64,10.68,10.99,10.98,10.84,10.50,10.68,11.06,-,5.08,4.85,4.85,4.64,4.00,4.00
49,Machinery,-,240.7,-,217.35,-,193.77,-,173.82,-,142.75,-,109.17,-,96.38,-,69.53,64.81,62.87,62.87
50,Construction In Progress,-,-,-,-,-,-,-,0.98,-,-,-,-,-,-,-,-,-,-,-
