,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Income Tax Expense,2.86,4.66,1.79,-3.63,2.87,-0.13,0.24,-9.75,2.29,5.82,-0.25,-5.14,1.82,5.38,0.94,-2.48,10.87,1.85,1.85
22,Earnings From Continuing Operations,35.37,53.73,8.33,14.35,28.77,16.32,0.85,-2.39,25.31,18.02,-2.54,14.28,27.27,13.17,0.45,10.44,36.72,8.56,8.56
23,Minority Interest in Earnings,-3.51,-10.43,-4.12,1.02,-3.33,-2.26,0.03,1.57,-0.69,-0.46,-0.41,-,-,-,-,-,-,-,-
24,Net Income,31.86,43.3,4.21,15.36,25.44,14.06,0.88,-0.82,24.62,17.56,-2.95,14.28,27.27,13.17,0.45,10.44,36.72,8.56,8.56
25,Net Income to Common,31.86,43.3,4.21,15.36,25.44,14.06,0.88,-0.82,24.62,17.56,-2.95,14.28,27.27,13.17,0.45,10.44,36.72,8.56,8.56
26,Net Income Growth,25.23%,207.93%,377.19%,-,3.31%,-19.93%,-,-,-9.70%,33.30%,-,36.73%,-25.75%,53.89%,-94.74%,-,-,-,-
27,Shares Outstanding (Basic),74,74,74,74,74,74,74,74,74,74,74,72,45,55,56,55,65,51,51
28,Shares Outstanding (Diluted),74,74,74,74,74,74,74,74,74,74,74,72,45,55,56,55,65,51,51
29,Shares Change (YoY),-0.08%,0.25%,-0.20%,0.01%,0.04%,-0.31%,0.27%,1.93%,66.04%,33.97%,32.82%,31.38%,-31.42%,8.53%,9.49%,-,-,-,-
30,EPS (Basic),0.43,0.59,0.06,0.21,0.34,0.19,0.01,-0.01,0.33,0.24,-0.04,0.20,0.61,0.24,0.01,0.19,0.57,0.17,0.17
31,EPS (Diluted),0.43,0.59,0.06,0.21,0.34,0.19,0.01,-0.01,0.33,0.24,-0.04,0.20,0.61,0.24,0.01,0.19,0.57,0.17,0.17
32,EPS Growth,25.33%,207.17%,378.15%,-,3.27%,-19.68%,-,-,-45.62%,-0.50%,-,4.08%,8.28%,41.79%,-95.19%,-,-,-,-
33,Free Cash Flow,-60.11,-6.07,21.25,26.42,-58.71,-7.38,14.02,37.27,-67.15,-21.26,32.12,47.45,-40.82,-61.71,46.54,27.35,1.85,-16.5,-16.5
34,Free Cash Flow Per Share,-0.81,-0.08,0.29,0.36,-0.79,-0.10,0.19,0.50,-0.91,-0.29,0.43,0.65,-0.92,-1.12,0.84,0.50,0.03,-0.32,-0.32
35,Dividend Per Share,-,-,-,0.700,-,-,-,0.500,-,-,-,0.500,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,40.00%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,35.32%,28.43%,37.09%,13.76%,41.48%,28.87%,36.50%,0.42%,38.40%,32.13%,32.68%,26.29%,42.80%,31.03%,38.33%,21.88%,44.02%,33.92%,33.92%
38,Operating Margin,19.37%,13.24%,13.88%,-7.48%,24.01%,3.22%,12.73%,-38.75%,17.89%,12.18%,0.49%,0.13%,24.71%,11.09%,7.84%,4.41%,27.53%,10.79%,10.79%
39,Profit Margin,10.47%,13.09%,2.81%,5.74%,13.57%,10.58%,1.02%,-0.99%,14.74%,12.15%,-4.76%,15.16%,20.17%,9.35%,0.86%,12.87%,21.45%,10.20%,10.20%
40,Free Cash Flow Margin,-19.76%,-1.84%,14.18%,9.88%,-31.32%,-5.55%,16.23%,44.91%,-40.19%,-14.70%,51.83%,50.38%,-30.19%,-43.78%,89.25%,33.71%,1.08%,-19.66%,-19.66%
41,EBITDA,64.4,49.97,26.26,-14.55,48.96,9.42,14.96,-28.2,32.49,21.14,2.91,2.72,34.97,20.07,5.65,8.72,47.5,10.34,10.34
42,EBITDA Margin,21.17%,15.10%,17.52%,-5.44%,26.12%,7.08%,17.31%,-33.98%,19.45%,14.62%,4.69%,2.89%,25.86%,14.24%,10.84%,10.75%,27.75%,12.31%,12.31%
43,D&A For EBITDA,5.46,6.15,5.46,5.46,3.96,5.13,3.96,3.96,2.6,3.53,2.6,2.6,1.56,4.44,1.56,5.14,0.37,1.28,1.28
44,EBIT,58.94,43.81,20.8,-20.01,45,4.29,10.99,-32.16,29.89,17.62,0.31,0.12,33.4,15.63,4.09,3.57,47.13,9.05,9.05
45,EBIT Margin,19.37%,13.24%,13.88%,-7.48%,24.01%,3.22%,12.73%,-38.75%,17.89%,12.18%,0.49%,0.13%,24.71%,11.09%,7.84%,4.41%,27.53%,10.79%,10.79%
46,Effective Tax Rate,7.47%,7.97%,17.74%,-,9.07%,-,21.83%,-,8.29%,24.42%,-,-,6.25%,28.99%,67.67%,-,22.84%,17.77%,17.77%
47,Revenue as Reported,304.27,330.82,149.89,267.41,187.45,132.96,86.39,82.99,167.08,144.58,61.97,94.18,135.21,140.94,52.15,420.17,-,83.93,83.93
