,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
25,Net Income to Common,29.1,18.15,19,21.18,30.52,25.07,20.15,24.95,28,29.14,15.95,14.46,13.48,12.45,12.61,13.26,13.26,13.2,13.2
26,Net Income Growth,-4.66%,-27.59%,-5.70%,-15.10%,8.98%,-13.98%,26.37%,72.52%,107.71%,134.06%,26.42%,9.08%,1.70%,-5.69%,-4.45%,-,-,-,-
27,Shares Outstanding (Basic),104,101,106,106,101,104,106,108,104,106,104,86,80,77,78,78,78,78,78
28,Shares Outstanding (Diluted),104,101,106,106,101,104,106,108,104,106,104,86,80,77,78,78,78,78,78
29,Shares Change (YoY),3.18%,-3.28%,-0.46%,-2.61%,-2.89%,-1.31%,2.29%,26.62%,30.32%,37.12%,32.75%,9.79%,2.25%,-1.22%,0.13%,-,-,-,-
30,EPS (Basic),0.28,0.18,0.18,0.20,0.30,0.24,0.19,0.23,0.27,0.28,0.15,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.17
31,EPS (Diluted),0.28,0.18,0.18,0.20,0.30,0.24,0.19,0.23,0.27,0.28,0.15,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.17
32,EPS Growth,-7.60%,-25.13%,-5.26%,-12.83%,12.22%,-12.84%,23.54%,36.25%,59.38%,70.70%,-4.77%,-0.65%,-0.08%,-4.52%,-4.58%,-,-,-,-
33,Free Cash Flow,14.92,49.52,-8.11,44.91,24.7,-7.27,13.73,73.72,-4.06,81.21,25.02,13.17,-3.84,20.29,2.61,23.92,23.92,-4.04,-4.04
34,Free Cash Flow Per Share,0.14,0.49,-0.08,0.43,0.24,-0.07,0.13,0.68,-0.04,0.77,0.24,0.15,-0.05,0.26,0.03,0.31,0.31,-0.05,-0.05
35,Dividend Per Share,-,0.100,-,0.100,-,-,-,0.115,-,-,-,0.058,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-13.34%,-,-,-,100.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,34.06%,31.68%,33.77%,28.98%,37.59%,33.02%,31.92%,30.01%,32.47%,30.83%,25.49%,25.02%,27.20%,27.36%,26.51%,24.93%,24.93%,37.70%,37.70%
38,Operating Margin,27.07%,15.93%,22.82%,16.59%,28.03%,20.58%,22.14%,8.81%,23.10%,27.78%,16.32%,12.12%,16.30%,15.46%,16.69%,13.99%,22.10%,20.40%,20.40%
39,Profit Margin,30.78%,16.85%,19.35%,18.82%,26.94%,24.63%,22.44%,20.77%,23.60%,29.14%,17.92%,13.27%,16.06%,14.99%,16.14%,17.29%,17.29%,20.51%,20.51%
40,Free Cash Flow Margin,15.78%,45.96%,-8.26%,39.91%,21.80%,-7.14%,15.29%,61.38%,-3.42%,81.20%,28.11%,12.08%,-4.58%,24.43%,3.34%,31.19%,31.19%,-6.27%,-6.27%
41,EBITDA,29.66,21.53,26.49,22.74,35.25,24.96,23.37,14.07,30.36,31.08,17.46,16.15,16.36,15.7,15.72,12.86,18.86,16.47,16.47
42,EBITDA Margin,31.38%,19.98%,26.97%,20.21%,31.11%,24.52%,26.02%,11.71%,25.58%,31.08%,19.62%,14.82%,19.49%,18.90%,20.12%,16.77%,24.60%,25.59%,25.59%
43,D&A For EBITDA,4.08,4.37,4.08,4.08,3.49,4.01,3.49,3.49,2.94,3.3,2.94,2.94,2.68,2.86,2.68,2.13,1.92,3.34,3.34
44,EBIT,25.59,17.16,22.41,18.67,31.76,20.95,19.88,10.58,27.42,27.79,14.52,13.21,13.68,12.84,13.04,10.72,16.94,13.13,13.13
45,EBIT Margin,27.07%,15.93%,22.82%,16.59%,28.03%,20.58%,22.14%,8.81%,23.10%,27.78%,16.32%,12.12%,16.30%,15.46%,16.69%,13.99%,22.10%,20.39%,20.39%
46,Effective Tax Rate,11.44%,11.50%,11.86%,13.78%,10.89%,12.81%,12.16%,7.54%,13.97%,10.48%,11.71%,8.64%,11.51%,5.50%,15.04%,11.95%,11.95%,14.08%,14.08%
47,Revenue as Reported,94.54,107.76,98.22,112.53,113.3,101.78,89.8,120.12,118.67,100.02,88.99,108.95,83.94,83.08,78.13,217.72,-64.38,64.38,64.38
