,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Long-Term Deferred Tax Liabilities,4.61,4.82,4.96,5.15,4.95,5.52,5.9,5.9,2.04,2.04,2.19,2.24,-,2.34,-,2.49,2.49,3.08,3.08
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.91,2.91
30,Total Liabilities,370.24,327.88,262.19,185.84,242.3,193.61,161.5,221.24,318.06,157.81,94.43,89.05,-,82.95,-,93.05,93.05,69.04,69.04
31,Common Stock,104,104,104,104,104,104,80,80,80,80,80,80,-,60,-,60,60,60,60
32,Additional Paid-In Capital,527.33,527.33,527.33,527.33,527.33,527.33,551.33,551.33,551.33,551.33,551.33,551.33,-,281.35,-,281.35,281.35,139.61,139.61
33,Retained Earnings,379.21,350.12,341.45,323.36,302.18,271.66,258.6,238.44,213.5,185.49,162.35,146.4,-,118.46,-,93.39,93.39,78.22,78.22
34,Comprehensive Income & Other,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1
35,Total Common Equity,1011,981.45,972.78,954.69,933.51,902.99,889.92,869.77,844.83,816.82,793.67,777.73,-,459.8,434.74,434.74,434.74,277.93,277.93
36,Minority Interest,17.08,17.27,17.37,17.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1028,998.71,990.15,972.1,933.51,902.99,889.92,869.77,844.83,816.82,793.67,777.73,-,459.8,434.74,434.74,434.74,277.93,277.93
38,Total Liabilities & Equity,1398,1327,1252,1158,1176,1097,1051,1091,1163,974.63,888.11,866.78,-,542.76,-,527.79,527.79,346.97,346.97
39,Total Debt,165.89,150.88,111.33,15.74,72.01,20.88,0.37,23.36,97.25,0.53,0.71,0.7,-,-,-,-,-,0.15,0.15
40,Net Cash (Debt),865.77,827.8,782.32,800.8,764.25,734.02,749.71,733.83,655.65,658.85,535.6,561.31,-,265.27,253.37,253.37,253.37,90.54,90.54
41,Net Cash Growth,13.28%,12.78%,4.35%,9.13%,16.56%,11.41%,39.98%,30.74%,-,148.37%,111.39%,121.54%,-,193.00%,179.85%,-,-,-,-
42,Net Cash Per Share,8.31,8.21,7.41,7.58,7.57,7.04,7.07,6.77,6.31,6.24,5.17,6.55,-,3.44,3.24,3.25,3.25,1.16,1.16
43,Filing Date Shares Outstanding,104,104,104,104,104,104,104,104,104,104,104,104,79.75,78,78.11,78,78,78,78
44,Total Common Shares Outstanding,104,104,104,104,104,104,104,104,104,104,104,104,79.75,78,78.11,78,78,78,78
45,Working Capital,896.99,880.33,868.4,848.23,807.19,795.2,782.58,759.56,751.97,725.99,708.47,691.34,-,374.93,-,354.13,354.13,123.85,123.85
46,Book Value Per Share,9.72,9.44,9.35,9.18,8.98,8.68,8.56,8.36,8.12,7.85,7.63,7.48,-,5.89,5.57,5.57,5.57,3.56,3.56
47,Tangible Book Value,977.32,947.95,938.84,920.28,899.6,892.97,879.64,859.22,834.92,806.72,783.53,767.45,-,449.17,423.91,423.91,423.91,219.27,219.27
48,Tangible Book Value Per Share,9.40,9.11,9.03,8.85,8.65,8.59,8.46,8.26,8.03,7.76,7.53,7.38,-,5.76,5.43,5.43,5.43,2.81,2.81
49,Buildings,-,33.42,-,33.42,-,33.52,-,33.52,-,33.52,-,33.52,-,33.42,-,25.49,25.49,62.85,62.85
50,Machinery,-,162.67,-,161.6,-,150.93,-,149.63,-,129.74,-,121.5,-,113.96,-,106.82,106.82,110.46,110.46
51,Construction In Progress,-,1.23,-,0.97,-,8.88,-,8.39,-,0.61,-,1.39,-,2.38,-,6.26,6.26,8.32,8.32
