,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Inventory Turnover,4.50,4.30,5.02,4.35,3.80,4.36,4.65,3.59,2.88,3.30,2.85,2.78,2.70,3.18,-,-,-,-,-,-
20,Quick Ratio,1.14,1.14,1.19,1.35,1.25,2.17,2.19,2.30,2.13,2.40,2.25,0.86,1.91,1.40,1.19,-,1.10,-,-,-
21,Current Ratio,1.47,1.47,1.54,1.69,1.63,2.53,2.56,2.70,2.62,2.87,2.80,2.69,2.45,2.71,1.62,-,1.56,-,-,-
22,Return on Equity (ROE),17.75%,19.96%,15.35%,9.83%,13.16%,17.13%,12.80%,6.27%,14.80%,18.59%,16.55%,12.56%,20.68%,38.68%,34.25%,-,-,-,-,
23,Return on Assets (ROA),8.42%,9.05%,6.76%,2.44%,6.83%,7.82%,6.22%,-0.16%,7.92%,8.13%,8.62%,3.52%,10.48%,-,-,-,-,-,-,
24,Return on Capital (ROIC),12.06%,12.79%,9.63%,3.47%,9.59%,10.88%,8.61%,-0.21%,10.57%,10.98%,12.02%,4.91%,15.38%,26.62%,23.96%,-,-,-,-,
25,Return on Capital Employed (ROCE),13.76%,13.76%,12.85%,12.02%,11.98%,10.95%,11.42%,11.13%,-,14.66%,15.56%,16.39%,16.93%,19.27%,30.37%,-,27.26%,-,-,-
26,Earnings Yield,4.48%,5.26%,5.79%,5.23%,3.67%,3.60%,3.58%,3.95%,4.72%,5.14%,4.32%,3.95%,3.46%,3.88%,-,-,-,-,-,-
27,FCF Yield,0.21%,0.25%,0.77%,3.07%,3.76%,4.94%,5.67%,6.46%,4.71%,3.64%,1.12%,0.63%,1.13%,0.95%,-,-,-,-,-,-
28,Dividend Yield,1.56%,-,2.30%,-,0.87%,-,-,-,1.74%,-,-,-,2.76%,-,-,-,-,-,-,-
29,Payout Ratio,18.06%,0.70%,55.42%,0.25%,0.02%,3.32%,106.29%,-,-,-,143.88%,-,-,137.57%,-,0.05%,0.20%,0.29%,66.14%,66.14%
30,Buyback Yield / Dilution,-2.08%,-6.04%,3.77%,-2.26%,-3.78%,3.26%,1.20%,0.57%,-0.43%,-10.75%,-32.29%,-34.81%,-27.84%,-30.78%,1.96%,0.84%,-,-,-,-
31,Total Shareholder Return,-0.52%,-6.04%,6.07%,-2.26%,-2.91%,3.26%,1.20%,0.57%,1.31%,-10.75%,-32.29%,-34.81%,-25.08%,-30.78%,1.96%,0.84%,-,-,-,-
