,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
31,Additional Paid-In Capital,2448,2467,2458,2446,2434,2423,2368,2364,2365,2365,2365,2365,2365,2365,1644,1644,-,-,-
32,Retained Earnings,1558,1570,1829,1722,1645,1608,1843,1716,1684,1662,1741,1611,1525,1701,1575,1446,-,-,-
33,Treasury Stock,-33.01,-57.34,-57.34,-57.34,-57.34,-57.34,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,2.32,0.03,-0.1,1.88,1.55,3.65,0.28,1.15,-0.62,-2.95,-4.98,-4.56,-3.6,-3.65,-3.13,-2.62,-,-,-
35,Total Common Equity,4382,4388,4638,4520,4431,4385,4612,4482,4448,4424,4501,4371,4286,4463,3575,3447,-,-,3024
36,Minority Interest,20.56,21.2,21.85,21.99,16.79,12.11,11,11,8.02,8.14,8.62,8.02,7.42,6.98,7.13,7.23,-,-,-
37,Shareholders' Equity,4403,4409,4660,4542,4448,4397,4623,4493,4456,4432,4509,4379,4294,4470,3582,3454,-,-,3030
38,Total Liabilities & Equity,5155,5433,5348,5325,5282,5171,5280,5128,5150,5094,5173,5101,5110,5189,4243,3939,-,-,-
39,Total Debt,191.86,178.01,173.85,192.95,188.63,183.74,181.03,199.47,205.99,203.89,199.33,221.25,195.7,210.72,82.94,-,-,-,-
40,Net Cash (Debt),1866,2252,2196,2122,2039,2007,2099,1770,1704,1641,1622,1521,1710,2010,1199,1132,-,-,475.75
41,Net Cash Growth,-8.50%,12.23%,4.63%,19.89%,19.65%,22.27%,29.37%,16.40%,-0.37%,-18.35%,35.26%,34.33%,-,-,152.11%,-,-,-,-
42,Net Cash Per Share,4.46,5.69,5.53,5.23,5.07,4.99,5.27,4.39,4.14,4.11,4.12,3.74,4.31,5.41,3.35,3.11,-,-,1.31
43,Filing Date Shares Outstanding,406.56,408.12,408.12,408.12,402.31,402.41,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,366.07,351.95,363.32
44,Total Common Shares Outstanding,406.56,408.12,408.12,408.12,402.31,402.41,400.01,400.01,400.01,400.01,400.01,400.01,400.01,400.01,360,360,366.07,351.95,363.32
45,Working Capital,2761,2795,3066,2940,2863,2827,3059,2893,2884,2886,2978,2820,2768,2954,2053,2043,-,-,-
46,Book Value Per Share,10.78,10.75,11.36,11.08,11.01,10.90,11.53,11.20,11.12,11.06,11.25,10.93,10.72,11.16,9.93,9.58,-,-,8.40
47,Tangible Book Value,4254,4264,4512,4392,4308,4260,4489,4357,4326,4312,4393,4260,4180,4355,3466,3335,-,-,2910
48,Tangible Book Value Per Share,10.46,10.45,11.06,10.76,10.71,10.59,11.22,10.89,10.81,10.78,10.98,10.65,10.45,10.89,9.63,9.26,-,-,8.08
49,Buildings,-,1008,-,1005,-,1002,-,999.17,-,995.11,-,976.83,-,969.83,-,968.79,-,-,-
50,Machinery,-,295.01,-,290.8,-,285.53,-,288.47,-,284.58,-,274.33,-,264.84,-,261.36,-,-,-
51,Construction In Progress,-,347.78,-,291.02,-,248.87,-,214.43,-,159.75,-,152.83,-,113.92,-,107.7,-,-,-
