,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
13,Other Intangible Assets,0.29,0.35,0.41,0.49,0.55,0.58,0.66,0.74,0.82,0.86,0.94,1.01,1.15,-,-,1.46,-,0.62,0.62,0.6
14,Long-Term Deferred Tax Assets,8.24,7.08,6.23,6.42,3.06,2.39,2.31,2.67,1.14,1.18,0.74,0.92,0.73,-,-,0.52,-,0.6,0.6,0.75
15,Long-Term Deferred Charges,0.83,1.02,6.2,1.39,1.58,1.76,1.85,1.92,0.66,0.66,0.75,0.25,0.23,-,-,0.37,-,0.5,0.5,0.25
16,Other Long-Term Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
17,Total Assets,2022,1872,2015,2109,1687,1602,1420,1112,1036,981.99,1029,1065,718.06,-,-,591.81,-,472.01,472.01,846.2
18,Accounts Payable,383.04,200.63,333.35,393.4,288.83,374.63,225.11,238.01,196.08,138.25,43.6,162.28,79.61,-,-,123.17,-,20.42,20.42,316.05
19,Accrued Expenses,16.53,17.74,14.79,39.27,14.74,32.32,14.87,42.47,17.91,24.62,17.47,41.16,14.39,-,-,33.13,-,14.67,14.67,27.56
20,Short-Term Debt,337.9,378.98,404.36,431.42,229.84,98.22,79.7,6.51,5.53,39.8,113.64,30.94,140.77,-,-,63.98,-,110.75,110.75,196.67
21,Current Portion of Leases,0.85,1.01,1.42,1.72,2.05,2.16,1.33,2.33,2.89,2.94,3.18,3.64,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,24.3,14.39,23.47,14.44,29.95,10.43,33.27,14.93,20.34,13.89,14.32,8.85,20.77,-,-,10.37,-,12.01,12.01,6.71
23,Current Unearned Revenue,86.86,93.47,19.9,7.39,8.04,8.54,12.05,22.18,16.97,12.89,27.4,22.19,34,-,-,5.7,-,3.72,3.72,-
24,Other Current Liabilities,64.3,73.94,94.35,115.77,1.46,2.13,1.02,4.11,2.04,7.81,2.25,3.94,2.37,-,-,3.42,-,2.8,2.8,25.4
25,Total Current Liabilities,913.79,780.16,891.63,1003,574.91,528.42,367.35,330.55,261.76,240.2,221.87,273.01,291.9,-,-,239.76,-,164.36,164.36,572.38
26,Long-Term Debt,-,-,-,-,238.56,236.59,234.61,-,-,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,-,0.03,0.13,0.44,0.49,0.85,1.72,1.86,2.28,0.78,0.86,1.82,4.48,-,-,-,-,-,-,-
28,Long-Term Deferred Tax Liabilities,0.04,0.18,0.18,0.18,0,0,0,0.56,0,0,0.03,0.03,0,-,-,0,-,0,0,0
29,Total Liabilities,913.83,780.37,891.94,1004,813.96,765.86,603.67,332.97,264.04,240.98,222.76,274.86,296.39,-,-,239.76,-,164.36,164.36,572.39
30,Common Stock,86.78,86.78,86.78,86.78,80,80,80,80,80,80,80,80,60,-,-,60,-,60,60,60
31,Additional Paid-In Capital,718.55,718.55,718.55,718.55,470.19,470.16,470.16,470.16,470.16,470.16,470.16,470.16,119.59,-,-,119.59,-,119.59,119.59,119.59
32,Retained Earnings,328.34,312.52,318.11,295.41,300.78,265.66,248.51,227.55,222.19,193.5,264.17,247.02,247.11,-,-,176.39,-,127.01,127.01,93.29
33,Treasury Stock,-30.55,-30.55,-3.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,Comprehensive Income & Other,5.15,4.27,3.22,4.39,21.94,19.92,17.75,1.37,-0.57,-2.65,-7.71,-6.57,-5.03,-,-,-3.93,-,1.05,1.05,0.94
35,Shareholders' Equity,1108,1092,1124,1105,872.91,835.75,816.43,779.08,771.78,741.01,806.62,790.61,421.67,-,352.05,352.05,307.65,307.65,307.65,273.82
36,Total Liabilities & Equity,2022,1872,2015,2109,1687,1602,1420,1112,1036,981.99,1029,1065,718.06,-,-,591.81,-,472.01,472.01,846.2
37,Total Debt,338.76,380.02,405.91,433.58,470.94,337.81,317.36,10.7,10.7,43.52,117.68,36.4,145.25,-,63.98,63.98,110.75,110.75,110.75,196.67
38,Net Cash (Debt),-47.25,-189.7,-109.19,8.82,-94.78,93.85,268.45,364.53,352.65,187.57,241.1,399.54,-22.39,-,132.73,132.73,23.84,23.84,23.84,72.14
39,Net Cash Growth,-,-,-,-97.58%,-,-49.96%,11.34%,-8.76%,-,-,81.65%,201.01%,-,-,456.65%,84.00%,-,-,-,-
40,Net Cash Per Share,-0.56,-2.15,-1.25,0.10,-1.12,1.18,3.33,4.61,4.43,2.39,2.95,5.52,-0.38,-,2.21,2.19,0.40,0.40,0.40,1.20
41,Filing Date Shares Outstanding,86.13,86.13,86.13,86.36,80,80,80,80,80,78.61,80,80,60,60.54,60.01,60,60,60,60,60
42,Total Common Shares Outstanding,86.13,86.13,86.13,86.78,80,80,80,80,80,78.61,80,80,60,60.54,60.01,60,60,60,60,60
43,Working Capital,903.94,1052,1080,1066,1075,1057,1035,762.76,755.01,725.2,794.26,777.84,412.68,-,-,341.37,-,299.97,299.97,265.66
44,Book Value Per Share,12.87,12.67,13.04,12.74,10.91,10.45,10.21,9.74,9.65,9.43,10.08,9.88,7.03,-,5.87,5.87,5.13,5.13,5.13,4.56
45,Tangible Book Value,1107,1090,1122,1104,871.49,834.3,814.9,777.48,770.1,739.28,804.82,788.74,419.66,-,349.73,349.73,306.16,306.16,306.16,272.36
46,Tangible Book Value Per Share,12.85,12.66,13.03,12.72,10.89,10.43,10.19,9.72,9.63,9.40,10.06,9.86,6.99,-,5.83,5.83,5.10,5.10,5.10,4.54
47,Machinery,-,25.13,-,23.34,-,23.48,-,21.32,-,20.5,-,18.13,-,-,-,16.64,-,13.16,13.16,12.49
