,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
25,Long-Term Debt,-,10,10.01,10.01,-,-,67.41,66.82,66.82,66.82,66.82,66.82,-,3.2,-,-,-,-,-
26,Long-Term Leases,-,0.29,0.61,0.6,1.03,1.01,0.89,1.17,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Unearned Revenue,14.17,14.13,14.37,14.53,13.73,13.78,13.83,13.88,7.93,7.98,8.03,8.08,-,8.18,-,8.27,-,8.37,8.37
28,Long-Term Deferred Tax Liabilities,0.19,0.2,0.29,0.3,0.36,0.42,0.47,0.53,-,0.02,0.02,0.02,-,0.03,-,0,-,-,-
29,Total Liabilities,270.77,322.72,410.43,382.89,423.31,368.36,390.11,331.76,295.91,457.14,417.8,453.51,-,296.64,-,223.82,-,213.05,213.05
30,Common Stock,200,200,200,200,200,200,200,200,200,200,200,200,-,150,-,150,-,150,150
31,Additional Paid-In Capital,1437,1437,1437,1437,1437,1437,1437,1437,1441,1441,1447,1447,-,197.93,-,197.93,-,197.93,197.93
32,Retained Earnings,379.8,415.5,423.93,436.27,462.51,461.27,457.86,441.24,412.43,391.21,563.06,545.82,-,497.43,-,450.82,-,385.64,385.64
33,Comprehensive Income & Other,47,45.97,44.31,42.92,41.76,40.27,38.75,37.23,36.29,35.02,33.88,32.59,-,31.85,-,29.97,-,27.97,27.97
34,Total Common Equity,2064,2099,2105,2116,2142,2139,2134,2116,2090,2067,2244,2226,-,877.21,828.72,828.72,761.54,761.54,761.54
35,Minority Interest,2.43,-,-,-,-,-,-,-,-,-,45.64,46.89,-,47.49,-,49.11,-,-,-
36,Shareholders' Equity,2066,2099,2105,2116,2142,2139,2134,2116,2090,2067,2290,2273,-,924.7,877.83,877.83,761.54,761.54,761.54
37,Total Liabilities & Equity,2337,2421,2516,2499,2565,2507,2524,2447,2386,2524,2708,2726,-,1221,-,1102,-,974.59,974.59
38,Total Debt,20.75,51.36,73.93,123.5,114.23,81.46,149.23,88.99,86.84,132.76,111.88,158.94,-,120.35,117.16,117.16,118.42,118.42,118.42
39,Net Cash (Debt),803.43,781.52,805.22,642.63,929.6,921.55,925.86,937.9,1000,1139,1494,1577,-,352.01,372.85,372.85,243.65,243.65,243.65
40,Net Cash Growth,-13.57%,-15.19%,-13.03%,-31.48%,-7.08%,-19.07%,-38.02%,-40.53%,-,223.48%,300.63%,323.00%,-,44.47%,53.03%,-,-,-,-
41,Net Cash Per Share,4.54,3.85,3.79,4.99,4.22,4.80,4.39,4.95,4.75,5.61,7.80,10.33,-,2.32,2.50,2.49,-,1.62,1.62
42,Filing Date Shares Outstanding,200,200,200,200,200,200,200,200,200,200,200,200,150,150,148.97,150,-,150,150
43,Total Common Shares Outstanding,200,200,200,200,200,200,200,200,200,200,200,200,150,150,148.97,150,-,150,150
44,Working Capital,1182,1220,1262,1252,1274,1284,1357,1384,1392,1419,1741,1819,-,677.01,-,717.82,-,621.26,621.26
45,Book Value Per Share,10.32,10.49,10.53,10.58,10.71,10.69,10.67,10.58,10.45,10.34,11.22,11.13,-,5.85,5.52,5.52,5.08,5.08,5.08
46,Tangible Book Value,2013,2048,2054,2065,2090,2087,2082,2063,2039,2017,2194,2175,-,825.8,776.74,776.74,709.03,709.03,709.03
47,Tangible Book Value Per Share,10.07,10.24,10.27,10.33,10.45,10.43,10.41,10.32,10.20,10.08,10.97,10.87,-,5.51,5.18,5.18,4.73,4.73,4.73
48,Buildings,-,245.19,-,242.59,-,157.68,-,47.93,-,48.37,-,47.22,-,47.17,-,46.78,-,45.98,45.98
49,Machinery,-,749.14,-,643.92,-,329.09,-,214.11,-,214.59,-,205.31,-,145.37,-,139.92,-,131.49,131.49
50,Construction In Progress,-,37.7,-,104.16,-,451.06,-,614.62,-,492.98,-,240.62,-,82.39,-,27.69,-,17.05,17.05
