,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
28,Long-Term Deferred Tax Liabilities,-,-,-,-,0.4,0.46,0.52,0.58,0.65,0.73
29,Total Liabilities,801.43,851.85,690.44,641.83,685.8,839.27,987.84,855.37,773.91,688.91
30,Common Stock,0.76,0.76,0.76,0.76,0.76,0.77,0.77,0.78,0.79,0.8
31,Additional Paid-In Capital,2211,2225,2254,2254,2258,2263,2270,2300,2323,2357
32,Retained Earnings,-929.7,-881.04,-800.49,-784.17,-715.21,-658.13,-720.09,-732.18,-780.92,-751.24
33,Treasury Stock,-35.37,-35.58,-35.98,-35.99,-45.36,-46.42,-7.55,-28.47,-5.65,-25.28
34,Comprehensive Income & Other,-274.17,-277.18,-255.81,-251.12,-248.32,-262.05,-196.29,-227.89,-203.77,-203.68
35,Total Common Equity,972.45,1032,1163,1184,1250,1297,1346,1312,1334,1377
36,Minority Interest,-11.17,-13.24,-13.52,-13.24,-17.68,-11.68,-4.02,-18.26,-26.37,-22.68
37,Shareholders' Equity,961.28,1018,1149,1171,1232,1285,1342,1294,1307,1355
38,Total Liabilities & Equity,1763,1870,1840,1812,1918,2125,2330,2150,2081,2044
39,Total Debt,109.43,245.71,110.09,75.14,58.24,57.29,83.59,34.75,48.29,42.56
40,Net Cash (Debt),715.19,726.36,807.27,903.09,1095,1125,1101,1125,1151,1140
41,Net Cash Growth,-11.41%,-19.57%,-26.29%,-19.73%,-0.51%,0.03%,-4.35%,-1.34%,3.03%,-3.66%
42,Net Cash Per Share,0.64,0.65,0.72,0.80,0.98,0.98,0.95,0.96,0.97,0.95
43,Filing Date Shares Outstanding,1123,1123,1123,1123,1119,1126,1154,1160,1183,1189
44,Total Common Shares Outstanding,1123,1123,1123,1123,1119,1126,1154,1160,1183,1189
45,Working Capital,631.59,582,627.23,741.37,874.08,881.96,547.76,552.6,603.35,660.33
46,Book Value Per Share,0.87,0.92,1.04,1.05,1.12,1.15,1.17,1.13,1.13,1.16
47,Tangible Book Value,968.24,1027,1152,1173,1239,1285,1333,1297,1319,1361
48,Tangible Book Value Per Share,0.86,0.91,1.03,1.04,1.11,1.14,1.16,1.12,1.11,1.14
49,Buildings,-,17.93,-,17.93,-,17.93,-,13.6,-,13.6
50,Machinery,-,22.76,-,21.3,-,28.92,-,27.84,-,29.1
51,Construction In Progress,-,-,-,-,-,-,-,10.61,-,1.14
52,Leasehold Improvements,-,19.83,-,12.08,-,62.95,-,54.36,-,52.51
