,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Total Current Assets,706.53,685.32,713.06,733.48,718.38,728.37,800.44,809.6,816.25,809.52,803.71,816.34,801.89,301.99,281.37,274.82,-,-,-
10,"Property, Plant & Equipment",88.28,88.26,90.04,91.16,85.97,79.4,77.58,71.43,68.38,65.57,65.23,58.35,51.8,39.34,30.66,29.59,-,-,-
11,Long-Term Investments,88.85,84.39,57.29,37.29,41.72,38.02,38.02,28.02,7,7,6,6,-,-,-,-,-,-,-
12,Other Intangible Assets,19.11,19.22,19.34,19.45,19.59,19.73,19.87,20.01,20.17,20.36,20.54,20.79,21.07,21.35,21.63,21.56,-,-,-
13,Long-Term Deferred Tax Assets,2.07,1.91,1.48,1.38,0.93,1.14,0.67,0.92,1.52,0.81,0.72,0.75,0.73,0.72,0.62,0.61,-,-,-
14,Long-Term Deferred Charges,0.56,0.79,0.92,1.1,1.65,1.76,2.11,2.45,2.43,2.83,3.11,2.21,2.16,1.62,1.8,0.13,-,-,-
15,Other Long-Term Assets,4.92,2.68,0.07,0.24,2.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,Total Assets,910.33,882.58,882.19,884.1,871.08,868.43,938.7,932.43,915.75,906.08,899.32,904.45,877.65,365.02,336.08,326.71,-,-,-
17,Accounts Payable,67.6,54.62,48.66,60.56,55.23,48.49,55.64,52.22,51.99,52.24,59.78,75.44,73.46,58.24,50.36,48,-,-,-
18,Accrued Expenses,5.86,6.51,4.02,8.43,6.58,6.59,4.78,13.21,8.63,7.98,3.73,14.18,11.82,8.91,4.29,11.02,-,-,-
19,Short-Term Debt,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,Current Portion of Leases,0.2,0.19,0.18,0.23,0.31,0.31,0.31,0.31,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,5.36,4.44,2.92,1.73,3.02,2.07,5.81,8.71,12.28,7.49,5.74,3.26,2.21,2.37,2.19,1.71,-,-,-
22,Current Unearned Revenue,1.55,0.75,1.72,0.98,0.86,1.28,3.47,0.74,0.62,1.43,0.63,1.8,1.16,0.81,1.12,0.65,-,-,-
23,Other Current Liabilities,8.03,0.56,0.18,0.4,1.51,5.36,2.36,4.76,5.25,0.57,0.54,1.11,0.59,0.56,0.65,1.21,-,-,-
24,Total Current Liabilities,88.58,68.07,58.69,73.32,68.51,64.11,72.37,79.95,78.77,69.72,70.42,95.78,89.24,70.9,58.62,62.59,-,-,-
25,Long-Term Leases,0.39,0.45,0.49,0.54,1.01,1,0.99,0.98,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,0.69,0.16,0.17,0.18,0.2,0.21,0.23,0.24,0.25,0.27,0.28,0.33,0.4,0.47,0.54,0.61,-,-,-
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,0.19,0.73,0.78,0.83,0.52,0.42,0.35,0.64,-,-,-
28,Total Liabilities,89.67,68.67,59.36,74.05,69.72,65.32,73.59,81.16,79.21,70.72,71.49,96.94,90.16,71.79,59.5,63.84,-,-,-
29,Common Stock,56,56,56,56,56,56,56,56,56,56,37.33,37.33,37.33,28,28,28,-,-,-
30,Additional Paid-In Capital,462.82,462.82,462.82,462.82,462.82,462.82,462.82,462.82,462.82,462.82,481.49,481.49,481.49,4.25,4.25,4.25,-,-,-
31,Retained Earnings,340.29,333.31,341.91,328.74,319.56,321.05,347.35,332.99,317.97,316.57,309.01,288.68,268.67,260.98,244.33,230.61,-,-,-
32,Treasury Stock,-38.8,-38.8,-38.8,-38.8,-38.8,-38.8,-3.34,-,-,-,-,-,-,-,-,-,-,-,-
33,Total Common Equity,820.32,813.34,821.93,808.77,799.58,801.08,862.84,851.82,836.8,835.4,827.83,807.5,787.49,293.23,276.58,262.86,-,-,210.93
34,Minority Interest,0.34,0.58,0.9,1.28,1.78,2.03,2.27,-0.55,-0.26,-0.03,-,-,-,-,-,-,-,-,-
35,Shareholders' Equity,820.66,813.92,822.84,810.05,801.36,803.11,865.11,851.27,836.54,835.36,827.83,807.5,787.49,293.23,276.58,262.86,-,-,210.93
36,Total Liabilities & Equity,910.33,882.58,882.19,884.1,871.08,868.43,938.7,932.43,915.75,906.08,899.32,904.45,877.65,365.02,336.08,326.71,-,-,-
37,Total Debt,0.59,1.63,1.68,1.78,2.32,1.31,1.3,1.29,-,-,-,-,-,-,-,-,-,-,-
38,Net Cash (Debt),527.84,527.09,579.91,604.01,596.08,607.6,675.48,693.49,703.04,698.55,694.23,694.68,685.02,187.94,183.61,178.93,-,-,128.3
39,Net Cash Growth,-11.45%,-13.25%,-14.15%,-12.90%,-15.21%,-13.02%,-2.70%,-0.17%,2.63%,271.69%,278.10%,288.24%,-,-,43.11%,-,-,-,-
40,Net Cash Per Share,9.59,9.55,10.57,10.98,10.81,10.84,12.23,12.22,12.60,12.53,12.29,12.41,29.97,2.67,4.37,4.23,-,-,3.04
41,Filing Date Shares Outstanding,55.02,55.02,55.02,55.02,55.02,55.02,55.92,56,56,56,56,56,56,56,42,42,41.99,41.86,42.14
42,Total Common Shares Outstanding,55.02,55.02,55.02,55.02,55.02,55.02,55.92,56,56,56,56,56,56,42,42,42,41.99,41.86,42.14
43,Working Capital,617.95,617.26,654.37,660.16,649.87,664.26,728.07,729.66,737.48,739.8,733.29,720.55,712.64,231.09,222.75,212.23,-,-,-
44,Book Value Per Share,14.91,14.78,14.94,14.70,14.53,14.56,15.43,15.21,14.94,14.92,14.78,14.42,14.06,6.98,6.59,6.26,-,-,5.02
45,Tangible Book Value,801.21,794.11,802.6,789.32,779.99,781.35,842.97,831.8,816.63,815.04,807.29,786.71,766.42,271.88,254.95,241.3,-,-,188.37
46,Tangible Book Value Per Share,14.56,14.43,14.59,14.35,14.18,14.20,15.07,14.85,14.58,14.55,14.42,14.05,13.69,6.47,6.07,5.75,-,-,4.48
47,Buildings,-,83.03,-,83.03,-,22.67,-,22.67,-,22.67,-,22.67,-,19.11,-,19.11,-,-,-
48,Machinery,-,41.56,-,41.05,-,34.23,-,33.87,-,32.7,-,31.85,-,27.8,-,24.84,-,-,-
49,Construction In Progress,-,0.69,-,0.23,-,51.3,-,41.32,-,35.89,-,27.48,-,14.06,-,5.47,-,-,-
