,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
29,Free Cash Flow,-,166.07,-46.7,-10.8,-12.83,-35.88,-19.7,-92.74,-78.59,-61.45,-82.4,-19.07,20.55,27.55,-26.77,-36.31,28.97,-44.21,-10.39,12.45
30,Free Cash Flow Per Share,-,3.50,-0.69,-0.29,-0.24,-0.69,-0.37,-1.77,-1.52,-1.20,-1.57,-0.36,0.39,0.53,-0.52,-0.94,0.75,-1.15,-0.27,0.32
31,Dividend Per Share,-,-,-,-,0.285,-,-,-,0.150,-,-,-,-,-,0.600,-,-,-,-,-
32,Dividend Growth,-,-,-,-,90.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Gross Margin,-45.41%,19.15%,21.71%,22.16%,21.17%,26.32%,28.03%,25.36%,27.83%,26.68%,47.14%,38.47%,32.22%,31.76%,28.14%,31.00%,32.20%,31.44%,35.12%,30.13%
34,Operating Margin,1.55%,-0.20%,1.23%,-0.15%,-4.92%,5.58%,5.71%,3.75%,1.68%,-10.32%,14.83%,10.62%,2.78%,18.67%,17.10%,20.54%,22.22%,23.03%,26.61%,19.89%
35,Profit Margin,2.17%,0.26%,2.51%,0.15%,2.32%,5.00%,7.09%,5.86%,7.38%,-2.89%,17.09%,15.27%,9.28%,21.02%,19.49%,17.67%,21.45%,18.86%,23.11%,15.69%
36,Free Cash Flow Margin,-,56.55%,-16.68%,-4.21%,-4.15%,-15.78%,-8.22%,-39.92%,-43.25%,-36.23%,-43.44%,-11.15%,8.69%,15.85%,-11.92%,-18.16%,11.61%,-22.99%,-4.60%,13.13%
37,EBITDA,12.31,6.04,11.89,6.26,-8.58,16.81,19.7,12.84,7.18,-14.48,32.03,21.18,9.6,34.72,41.21,43.34,57.73,46.02,62.19,20.61
38,EBITDA Margin,3.37%,2.06%,4.25%,2.44%,-2.78%,7.39%,8.22%,5.53%,3.95%,-8.54%,16.88%,12.39%,4.06%,19.98%,18.35%,21.68%,23.13%,23.94%,27.55%,21.73%
39,D&A For EBITDA,6.63,6.63,8.45,6.63,6.63,4.12,6,4.12,4.12,3.03,3.89,3.03,3.03,2.28,2.81,2.28,2.28,1.75,2.12,1.75
40,EBIT,5.67,-0.59,3.44,-0.37,-15.22,12.68,13.7,8.71,3.05,-17.51,28.14,18.16,6.57,32.44,38.4,41.06,55.45,44.27,60.07,18.87
41,EBIT Margin,1.55%,-0.20%,1.23%,-0.15%,-4.92%,5.58%,5.71%,3.75%,1.68%,-10.32%,14.83%,10.62%,2.78%,18.67%,17.10%,20.54%,22.22%,23.03%,26.61%,19.89%
42,Effective Tax Rate,-,-,14.33%,-,-,-,12.70%,-,-,-,-,1.68%,-,9.10%,7.20%,10.90%,12.95%,11.68%,10.91%,15.12%
43,Revenue as Reported,-,293.67,279.95,256.46,309.16,227.32,239.68,232.31,181.73,169.61,189.72,170.95,236.46,173.81,224.52,199.89,249.58,192.27,320.56,-
