,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,"Property, Plant & Equipment",-,357.32,382.07,370.68,373,334.75,320.93,317.77,299.27,254.47,177.45,142.89,124.01,102.61,88.44,82,79.27,-,74.72,-
12,Other Intangible Assets,-,70.93,49.36,50.19,50.85,46.64,45.39,46.01,46.55,45.9,43.79,44.1,11.11,11.26,11.59,11.46,11.33,-,11.69,-
13,Long-Term Deferred Tax Assets,-,29.11,25.73,26.82,26.55,17.38,16.5,19.05,17.65,14.93,15.3,10.73,10.89,5.29,5.95,5.76,5.6,-,4.98,-
14,Long-Term Deferred Charges,-,0.12,0.21,0.2,0.25,0.38,0.46,0.54,0.43,0.24,0.27,0.1,0.11,0.13,0.15,0.18,0.04,-,0.07,-
15,Other Long-Term Assets,-,2.3,7.76,13.31,8.36,20.46,34.57,34.6,35.43,22.06,48.58,23.68,14.44,3.39,6.21,8.94,2.87,-,1.19,-
16,Total Assets,-,2021,1982,2043,2094,2018,1971,1902,1919,1865,1824,1767,1767,1683,1680,1635,759.81,-,698.26,-
17,Accounts Payable,-,203.91,169.52,242.31,280.13,222.67,209.19,189.78,241.28,214.66,200.54,179.57,194.78,160.08,182.61,166.47,174.53,-,238.76,-
18,Accrued Expenses,-,9.16,14.7,13.12,29.97,9.94,17.2,11.24,20.2,11.03,19.17,8.36,20.44,6.62,12.18,4.88,16.79,-,9.69,-
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,30.04,30.01,5.01,35.46,64.79,-,51.59,-
20,Current Portion of Leases,-,3.7,1.56,-,1.17,1.43,1.51,2.39,2.01,1.95,1.8,0.81,0.87,-,-,-,-,-,-,-
21,Current Income Taxes Payable,-,3.41,-,3.31,0.07,4.96,0,6.08,0.04,2.07,-2,11.75,4.07,12.28,5.89,11.25,9.47,-,7.68,-
22,Current Unearned Revenue,-,37.78,41.39,49.25,52.27,46.16,41.11,44.45,35.1,19.22,17.02,13.39,15.53,19.02,20.94,17.8,15.84,-,16.55,-
23,Other Current Liabilities,-,62.88,98.23,81.65,90.01,110.66,99.36,70.54,76.07,79.55,72.21,87.14,75.18,68.35,77.61,67.78,62.71,-,46.95,-
24,Total Current Liabilities,-,320.82,325.4,389.65,453.62,395.81,368.37,324.47,374.69,328.48,308.74,301.02,340.91,296.37,304.23,303.65,344.12,-,371.23,-
25,Long-Term Leases,-,0.1,0.41,0.72,0.61,1.05,1.48,1.39,3.12,0.93,1.12,1.55,0.46,1.39,1.54,-,-,-,-,-
26,Long-Term Unearned Revenue,-,61.61,26.35,26.75,27.14,27.54,27.97,22.19,12.69,16.1,12.66,12.28,13.53,13.93,14.33,14.73,15.13,-,17.04,-
27,Long-Term Deferred Tax Liabilities,-,3.07,3.24,3.15,3.43,3.32,3.37,3.44,3.52,1.18,1.33,1.39,1.13,0.04,0.04,-,-,-,-,-
28,Other Long-Term Liabilities,-,15.53,15.67,17.06,17.45,8.11,8.3,7.6,6.98,3.9,3.9,4.2,4.17,3.93,4.17,4.74,4.66,-,3.9,-
29,Total Liabilities,-,401.14,371.07,437.33,502.26,435.83,409.49,359.09,401,350.6,327.74,320.44,360.2,315.66,324.31,323.12,363.92,-,392.16,-
30,Common Stock,-,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.6,51.6,51.6,51.6,51.6,51.6,38.7,-,38.7,-
31,Additional Paid-In Capital,-,1064,1056,1043,1029,1026,1017,1009,997.25,1006,983.84,952.45,952.45,929.63,929.63,929.63,61.41,-,61.41,-
32,Retained Earnings,-,504.16,503.39,511.14,510.76,503.59,492.22,483,469.4,455.98,460.89,442.05,402.37,385.81,374.86,331.09,295.78,-,205.98,-
33,Shareholders' Equity,1620,1620,1611,1606,1592,1582,1561,1543,1518,1514,1496,1446,1406,1367,1356,1312,395.89,-,306.1,239.05
34,Total Liabilities & Equity,-,2021,1982,2043,2094,2018,1971,1902,1919,1865,1824,1767,1767,1683,1680,1635,759.81,-,698.26,-
35,Total Debt,3.8,3.8,1.97,0.72,1.78,2.48,2.99,3.78,5.14,2.88,2.92,2.36,31.37,31.41,6.55,35.46,64.79,-,51.59,53.88
36,Net Cash (Debt),544.87,544.87,381.78,447.12,460.1,464.13,512.35,532.38,608.59,686.78,735.38,811.36,826.74,805.59,802.24,818.97,-36.83,-,-36.25,-40.03
37,Net Cash Growth,18.42%,17.40%,-25.48%,-16.01%,-24.40%,-32.42%,-30.33%,-34.38%,-26.39%,-14.75%,-8.33%,-0.93%,-,-,-,-,-,-,-,-
38,Net Cash Per Share,10.02,11.49,5.63,11.82,8.53,8.95,9.64,10.17,11.79,13.45,14.04,15.23,15.61,15.56,15.56,21.10,-0.95,-,-0.95,-1.02
39,Filing Date Shares Outstanding,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.6,51.6,51.6,51.6,51.6,51.6,38.7,38.56,38.7,39.18
40,Total Common Shares Outstanding,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.6,51.6,51.6,51.6,51.6,51.6,38.7,38.56,38.7,39.18
41,Working Capital,-,1240,1192,1192,1181,1202,1184,1160,1145,1199,1230,1244,1265,1264,1264,1223,316.59,-,234.38,-
42,Book Value Per Share,31.26,31.26,31.10,30.99,30.72,30.53,30.13,29.79,29.31,29.22,29.00,28.03,27.26,26.49,26.28,25.43,10.23,-,7.91,6.18
43,Tangible Book Value,1549,1549,1562,1556,1541,1535,1516,1497,1472,1468,1453,1402,1395,1356,1344,1301,384.56,-,294.41,227.55
44,Tangible Book Value Per Share,29.89,29.89,30.14,30.03,29.74,29.63,29.25,28.90,28.41,28.34,28.15,27.17,27.04,26.27,26.06,25.21,9.94,-,7.61,5.88
45,Buildings,-,-,169.66,-,169.58,-,138.36,-,40.8,-,40.99,-,41.14,-,34.76,-,34.76,-,34.67,-
46,Machinery,-,-,215.76,-,209.09,-,190.8,-,121.67,-,99.85,-,92.24,-,80.27,-,68.95,-,58.33,-
47,Construction In Progress,-,-,60.21,-,42.56,-,3.24,-,180.77,-,75.77,-,25.64,-,3.17,-,3.52,-,6.69,-
