,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
10,"Property, Plant & Equipment",330.02,334.85,315.16,339.73,301.32,295.26,290.11,266.91,241.3,206.79,178.63,140.01,-,-,-
11,Long-Term Investments,17.68,18.39,19.03,19.54,20,-,-,-,-,-,-,-,-,-,-
12,Goodwill,2.89,2.89,2.89,2.89,5.04,5.04,5.04,5.04,5.04,5.04,-,-,-,-,-
13,Other Intangible Assets,51.52,52.14,50.42,50.71,50.94,51.43,51.93,52.46,52.82,53.26,53.83,53.63,-,-,-
14,Long-Term Deferred Tax Assets,1.91,3.11,2.61,2.96,2.84,2.76,0.68,0.98,1.8,1.6,1.48,1.79,-,-,-
15,Long-Term Deferred Charges,15.81,16.51,38.3,17.37,18.49,18,17.09,18.21,19.6,18.03,19.01,20.18,-,-,-
16,Other Long-Term Assets,0.35,0.36,2.42,2.67,2.83,2.66,2.53,2.36,2.07,2.1,2.13,2.11,-,-,-
17,Total Assets,653.82,676.27,695.47,742.12,714.19,732.18,721.57,729.86,734.85,755.53,422,420.45,-,-,-
18,Accounts Payable,47.08,49.99,49.48,63.82,38.64,37.93,34.96,31.84,24.6,43.12,26.78,30.77,-,-,-
19,Accrued Expenses,2.37,4.36,2.45,5.46,2.91,4.18,3.43,7.76,4.1,8.66,5.2,10.74,-,-,-
20,Current Portion of Leases,0.35,1.1,1.09,1.08,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,3.28,-,0.97,-,1.3,-0.73,-0.41,1.54,2.46,3.77,6.52,4.11,-,-,-
22,Current Unearned Revenue,9.32,11.34,15.8,16.15,3.47,7.75,8.98,11.79,6.98,4.41,6.83,9.14,-,-,-
23,Other Current Liabilities,18.49,19.01,19.34,27.37,27.4,28.83,26.77,25.07,30.65,30.24,30.56,31.2,-,-,-
24,Total Current Liabilities,80.9,85.8,89.13,113.88,73.72,77.96,73.74,78,68.8,90.19,75.88,85.95,-,-,-
25,Long-Term Leases,0.89,2.17,2.43,2.73,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,2.62,2.65,2.68,2.69,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,0.01,0.01,0.01,0.01,-,-,-,-,-,-,-,-,-,-,-
28,Other Long-Term Liabilities,0.2,0.21,0.21,0.21,0.24,0.21,0.23,0.24,0.01,0.29,0.41,0.42,-,-,-
29,Total Liabilities,84.62,90.84,94.46,119.52,73.95,78.17,73.97,78.24,68.81,90.49,76.29,86.37,-,-,-
30,Common Stock,103.63,103.63,103.63,103.63,103.63,103.63,103.63,103.63,103.63,103.63,77.72,77.72,-,-,-
31,Additional Paid-In Capital,345.53,345.53,345.37,345.37,345.37,345.37,345.37,345.37,345.37,345.37,59.29,59.29,-,-,-
32,Retained Earnings,150.05,159.79,170.03,173.42,190.87,204.65,198.24,202.25,217.52,214.8,207,197.07,-,-,-
33,Treasury Stock,-29.98,-23.48,-17.99,-,-,-,-,-,-,-,-,-,-,-,-
34,Total Common Equity,569.23,585.47,601.04,622.42,639.87,653.65,647.24,651.25,666.53,663.8,344.01,334.08,-,-,285.8
35,Minority Interest,-0.03,-0.04,-0.03,0.18,0.37,0.35,0.37,0.36,-0.48,1.24,1.7,-,-,-,-
36,Shareholders' Equity,569.2,585.43,601.01,622.6,640.23,654,647.6,651.61,666.04,665.04,345.72,334.08,-,-,285.8
37,Total Liabilities & Equity,653.82,676.27,695.47,742.12,714.19,732.18,721.57,729.86,734.85,755.53,422,420.45,-,-,-
38,Total Debt,1.24,3.27,3.52,3.8,-,-,-,-,-,-,-,-,-,-,-
39,Net Cash (Debt),158.65,181.97,190.93,236.48,235.18,278.95,271.28,301.57,331.47,395.41,99.32,140.29,-,-,122.33
40,Net Cash Growth,-32.54%,-34.76%,-29.62%,-21.58%,-29.05%,-29.45%,173.15%,114.96%,-,-,-18.81%,-,-,-,-
41,Net Cash Per Share,1.90,1.88,1.69,2.30,3.25,2.01,2.70,4.63,2.28,4.67,1.30,1.77,-,-,1.57
42,Filing Date Shares Outstanding,100.79,101.56,112.95,103.63,103.63,103.63,103.63,103.63,103.63,103.63,103.63,77.72,77.9,76.49,78.04
43,Total Common Shares Outstanding,100.79,101.56,112.95,103.63,103.63,103.63,103.63,103.63,103.63,103.63,77.72,77.72,77.9,76.49,78.04
44,Working Capital,152.74,162.23,175.5,192.37,239.01,279.06,280.46,305.89,343.43,378.52,91.04,116.79,-,-,-
45,Book Value Per Share,5.65,5.77,5.32,6.01,6.17,6.31,6.25,6.28,6.43,6.41,4.43,4.30,-,-,3.68
46,Tangible Book Value,514.82,530.43,547.73,568.82,583.88,597.18,590.26,593.75,608.66,605.5,290.18,280.45,-,-,231.94
47,Tangible Book Value Per Share,5.11,5.22,4.85,5.49,5.63,5.76,5.70,5.73,5.87,5.84,3.73,3.61,-,-,2.98
48,Buildings,-,298.07,-,102.1,-,102.1,-,102.1,-,102.1,-,102.1,-,-,-
49,Machinery,-,76.58,-,71.61,-,61.21,-,57.74,-,59.13,-,55.07,-,-,-
50,Construction In Progress,-,4.54,-,202.89,-,168.08,-,138.87,-,74.76,-,7.52,-,-,-
