,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Income Tax Expense,4.83,8.92,6.27,4.92,6.33,8.77,4.91,5.19,5.99,7.29,4.9,5.52,6.86,4.96,5.55,5.28,3.7,5.72,2.87
22,Net Income,41.78,49.66,36.62,45.37,46.81,45.84,27.02,37.87,47.92,43.93,26.93,33.49,42.33,33.63,30.88,34.96,22.54,32.05,18.51
23,Net Income to Common,41.78,49.66,36.62,45.37,46.81,45.84,27.02,37.87,47.92,43.93,26.93,33.49,42.33,33.63,30.88,34.96,22.54,32.05,18.51
24,Net Income Growth,-10.73%,8.32%,35.54%,19.81%,-2.33%,4.37%,0.31%,13.08%,13.22%,30.62%,-12.77%,-4.21%,87.83%,4.94%,66.82%,-,-,-,-
25,Shares Outstanding (Basic),298,311,305,302,313,269,338,291,322,301,315,304,308,260,233,234,229,236,228
26,Shares Outstanding (Diluted),298,311,305,302,313,269,338,291,322,301,315,304,308,260,233,234,229,236,228
27,Shares Change (YoY),-4.75%,15.46%,-9.64%,3.82%,-2.56%,-10.41%,7.09%,-4.41%,4.45%,15.54%,35.34%,29.81%,34.20%,10.27%,2.23%,-,-,-,-
28,EPS (Basic),0.14,0.16,0.12,0.15,0.15,0.17,0.08,0.13,0.15,0.15,0.09,0.11,0.14,0.13,0.13,0.15,0.10,0.14,0.08
29,EPS (Diluted),0.14,0.16,0.12,0.15,0.15,0.17,0.08,0.13,0.15,0.15,0.09,0.11,0.14,0.13,0.13,0.15,0.10,0.14,0.08
30,EPS Growth,-6.28%,-6.18%,50.00%,15.40%,0.24%,16.50%,-6.32%,18.30%,8.40%,13.05%,-35.55%,-26.21%,39.96%,-4.83%,63.18%,-,-,-,-
31,Free Cash Flow,41.87,6.09,-7.33,43.23,22.61,34.6,8.63,30.68,18.04,-8.34,-43.87,9.05,-35.45,-9.42,-6.47,53.39,30.39,27.78,-16.65
32,Free Cash Flow Per Share,0.14,0.02,-0.02,0.14,0.07,0.13,0.03,0.11,0.06,-0.03,-0.14,0.03,-0.12,-0.04,-0.03,0.23,0.13,0.12,-0.07
33,Dividend Per Share,-,0.100,-,0.180,-,-,-,0.139,-,-,-,0.085,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,29.96%,-,-,-,62.18%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,42.21%,40.05%,39.41%,37.43%,44.09%,39.04%,39.20%,39.69%,43.36%,39.64%,41.53%,39.98%,44.77%,41.43%,46.62%,43.46%,47.19%,46.45%,48.41%
36,Operating Margin,27.75%,22.60%,25.29%,24.33%,30.07%,25.48%,24.65%,26.90%,31.15%,26.30%,27.14%,25.58%,32.78%,28.24%,34.22%,31.18%,33.25%,33.18%,29.88%
37,Profit Margin,22.03%,24.54%,23.08%,24.43%,27.06%,26.37%,20.72%,26.13%,32.92%,30.91%,23.62%,23.00%,30.06%,25.87%,29.69%,27.58%,23.69%,32.59%,28.56%
38,Free Cash Flow Margin,22.07%,3.01%,-4.62%,23.28%,13.07%,19.90%,6.62%,21.17%,12.39%,-5.87%,-38.48%,6.21%,-25.18%,-7.25%,-6.22%,42.12%,31.95%,28.25%,-25.69%
39,EBITDA,63.07,58.06,50.56,55.63,59.85,53.9,39.97,46.81,51.6,44.57,37.19,43.48,52.14,42.78,41.58,45.52,36.73,38.36,20.41
40,EBITDA Margin,33.25%,28.69%,31.87%,29.95%,34.60%,31.00%,30.65%,32.30%,35.44%,31.36%,32.61%,29.86%,37.04%,32.91%,39.98%,35.91%,38.62%,39.02%,31.49%
41,D&A For EBITDA,10.44,12.32,10.44,10.44,7.82,9.59,7.82,7.82,6.24,7.2,6.24,6.24,5.99,6.08,5.99,5.99,5.11,5.73,1.04
42,EBIT,52.63,45.74,40.12,45.19,52.03,44.31,32.14,38.99,45.36,37.37,30.95,37.24,46.15,36.7,35.59,39.53,31.63,32.63,19.36
43,EBIT Margin,27.75%,22.60%,25.29%,24.33%,30.07%,25.48%,24.65%,26.90%,31.15%,26.30%,27.14%,25.58%,32.78%,28.24%,34.22%,31.18%,33.25%,33.18%,29.88%
44,Effective Tax Rate,10.36%,15.23%,14.61%,9.78%,11.90%,16.05%,15.39%,12.05%,11.11%,14.23%,15.41%,14.15%,13.94%,12.85%,15.23%,13.13%,14.09%,15.14%,13.41%
45,Revenue as Reported,189.68,202.36,158.65,185.73,173.01,173.87,130.42,144.91,145.59,142.09,114.02,145.61,140.8,129.97,103.99,-,95.11,163.13,-
