,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-0.84,-1.04,-1.43,-,-1.51,-0.66,-1.58,-,-1.16,-2.24,-1.57,-1.57,-1.17,-0.58,-1.16,-0.57,-1.86,-1.89,-
12,Interest & Investment Income,3.01,3.82,1.21,5.29,1.48,6.52,1.35,3.82,3.68,3.12,1.51,1.63,5.04,1.16,1.42,1.75,1.9,2.7,-
13,Currency Exchange Gain (Loss),-0.18,0.18,-,0.06,-0.1,0.1,-,1.17,-0.92,0.92,-,6.27,-2.64,-,-,-2.02,-1.01,-1.16,-
14,Other Non Operating Income (Expenses),0.37,0.52,1.76,-2.04,0.81,0.32,0.73,-2.13,-0.04,1.16,3.33,-3.74,3.43,-10.5,1.22,0.25,1.71,-3.28,0.01
15,EBT Excluding Unusual Items,16.48,22.64,14.01,23.78,-2.95,1.72,-0.22,7.5,-4.4,0.79,-5.7,6.03,13.87,28.78,15.05,25.27,22.59,51.37,-7.37
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,0.18,-0.72,-1.11,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,0.09,0.06,0.02,-,-0.01,0.03,-2.92,-0.01,0.03,11.84,14.54,0.28,0,0.01,-0.33,2.87,0.12,-
18,Asset Writedown,-7.71,2.06,-2.06,2.66,-2.66,0.48,-0.48,1.66,-1.66,0.13,-0.13,0.65,-1.38,-0.8,-0.86,1.96,1.36,-,-
19,Other Unusual Items,-0.46,0.41,-,2.77,1.75,-1.75,-,7.88,-0.48,0.48,-,9.4,-4.15,-,-,4.14,2.07,-,-
20,Pretax Income,8.32,25.19,12.01,29.23,-3.86,0.44,-0.67,14.13,-6.55,1.61,5.29,29.5,8.63,27.98,14.2,31.04,28.89,51.49,-7.37
21,Income Tax Expense,-0.87,2.01,-0.29,2.79,-2.91,-2.65,-2.24,-0.34,-2.68,-2.99,-1.67,2.19,-2.12,1.32,-0.69,0.74,1.76,6.41,-1.71
22,Earnings From Continuing Operations,9.18,23.19,12.3,26.43,-0.95,3.09,1.57,14.48,-3.87,4.6,6.97,27.31,10.75,26.66,14.89,30.3,27.13,45.08,-5.66
23,Minority Interest in Earnings,0.86,0.74,0.5,0.96,0.4,0.35,0.11,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,10.04,23.92,12.8,27.39,-0.55,3.44,1.68,14.48,-3.87,4.6,6.97,27.31,10.75,26.66,14.89,30.3,27.13,45.08,-5.66
25,Net Income to Common,10.04,23.92,12.8,27.39,-0.55,3.44,1.68,14.48,-3.87,4.6,6.97,27.31,10.75,26.66,14.89,30.3,27.13,45.08,-5.66
26,Net Income Growth,-,595.51%,663.77%,89.23%,-,-25.23%,-75.95%,-47.00%,-,-82.74%,-53.23%,-9.87%,-60.38%,-40.86%,-,-,-,-,-
27,Shares Outstanding (Basic),241,241,241,259,242,240,243,262,242,241,241,235,220,175,186,177,181,181,-
28,Shares Outstanding (Diluted),241,241,241,259,242,240,243,262,242,241,241,235,220,175,186,177,181,181,-
29,Shares Change (YoY),-0.36%,0.61%,-0.75%,-1.17%,0.15%,-0.48%,0.74%,11.16%,10.01%,37.53%,29.47%,32.73%,21.35%,-3.14%,-,-,-,-,-
30,EPS (Basic),0.04,0.10,0.05,0.11,-0.00,0.01,0.01,0.06,-0.02,0.02,0.03,0.12,0.05,0.15,0.08,0.17,0.15,0.25,-
31,EPS (Diluted),0.04,0.10,0.05,0.11,-0.00,0.01,0.01,0.06,-0.02,0.02,0.03,0.12,0.05,0.15,0.08,0.17,0.15,0.25,-
32,EPS Growth,-,591.27%,669.57%,91.48%,-,-24.87%,-76.12%,-52.32%,-,-87.45%,-63.88%,-32.09%,-67.35%,-38.94%,-,-,-,-,-
33,Free Cash Flow,-88.75,58.95,-17.32,-48.02,55.83,-176.62,-70.23,170.32,40.87,143.49,-145.51,174.62,-324.2,59.5,-237.74,338.36,146.62,-,-
34,Free Cash Flow Per Share,-0.37,0.24,-0.07,-0.19,0.23,-0.74,-0.29,0.65,0.17,0.60,-0.60,0.74,-1.47,0.34,-1.28,1.91,0.81,-,-
35,Dividend Per Share,-,-,-,0.030,-,-,-,0.020,-,-,-,0.100,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,50.00%,-,-,-,-80.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,11.17%,6.02%,11.01%,9.69%,7.49%,4.74%,8.95%,8.24%,7.62%,8.13%,9.50%,8.79%,13.09%,10.86%,11.70%,10.92%,12.12%,21.87%,-1.53%
38,Operating Margin,2.97%,3.52%,1.75%,4.22%,-0.73%,-0.82%,-0.09%,0.97%,-1.31%,-0.48%,-1.26%,0.66%,1.92%,5.71%,1.70%,3.79%,3.28%,8.51%,-1.53%
39,Profit Margin,2.11%,4.39%,1.79%,5.64%,-0.11%,0.62%,0.22%,3.03%,-0.85%,1.02%,0.98%,5.21%,2.24%,3.94%,1.86%,4.45%,4.07%,6.97%,-1.17%
40,Free Cash Flow Margin,-18.66%,10.83%,-2.43%,-9.88%,11.30%,-31.67%,-9.03%,35.65%,8.96%,31.96%,-20.45%,33.30%,-67.55%,8.78%,-29.69%,49.66%,22.01%,-,-
41,EBITDA,29.19,34.41,27.53,35.54,12.6,11.59,15.51,20.88,8.34,13.71,5.33,17.73,22.41,50.58,26.77,39.05,35.13,68.11,4.69
42,EBITDA Margin,6.14%,6.32%,3.85%,7.32%,2.55%,2.08%,1.99%,4.37%,1.83%,3.05%,0.75%,3.38%,4.67%,7.47%,3.34%,5.73%,5.27%,10.54%,0.97%
43,D&A For EBITDA,15.06,15.25,15.06,15.06,16.23,16.14,16.23,16.23,14.29,15.88,14.29,14.29,13.2,11.89,13.2,13.2,13.29,13.11,12.06
44,EBIT,14.12,19.16,12.47,20.48,-3.63,-4.56,-0.72,4.65,-5.95,-2.18,-8.97,3.44,9.21,38.69,13.57,25.85,21.84,55,-7.37
45,EBIT Margin,2.97%,3.52%,1.75%,4.22%,-0.73%,-0.82%,-0.09%,0.97%,-1.31%,-0.48%,-1.26%,0.66%,1.92%,5.71%,1.70%,3.79%,3.28%,8.51%,-1.53%
46,Effective Tax Rate,-,7.96%,-,9.56%,-,-,-,-,-,-,-,7.42%,-,4.71%,-,2.37%,6.08%,12.46%,-
47,Revenue as Reported,475.69,544.57,714.37,485.79,494.24,557.73,778.13,477.73,456.05,449.01,711.47,524.36,479.91,-,800.81,681.34,1230,1129,-
