,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Current Portion of Leases,1.39,1.37,-,1.82,-,1.81,23.02,1.78,-,-,0.04,0.04,-,-,-,-,-,-,-
22,Current Income Taxes Payable,16.43,-,28.24,-,13.7,-,30.78,-,14.84,-,30.08,1.68,9.75,3.3,-,4.93,4.93,1.58,-
23,Current Unearned Revenue,34.56,30.12,20.59,26.95,34.52,26.53,25.87,26.49,27.95,-,24.23,25.34,4.35,4.55,-,16.77,16.77,6.4,-
24,Other Current Liabilities,5.48,6.72,6.12,6.57,2.31,2.53,6.38,1.83,5.26,-,6.74,4.9,3.46,2.45,-,6.49,6.49,2.14,-
25,Total Current Liabilities,1423,1491,1548,1474,1587,1583,1523,1195,1258,-,1460,1351,1447,1778,-,1765,1765,1396,-
26,Long-Term Debt,-,-,-,-,-,-,50.05,50.05,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,-,-,1.43,1.4,1.44,1.34,5.05,1.84,-,-,-,-,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,36.54,36.17,37.52,38.88,36.84,35.37,36.54,37.7,34.85,-,33.66,34.61,27.43,28.14,-,29.55,29.55,28.06,-
29,Other Long-Term Liabilities,34.28,34.57,36.03,32.51,35.17,33.31,35.49,34.91,34.01,-,33.98,26.22,29.93,33.49,-,23.55,23.55,18.41,-
30,Total Liabilities,1493,1562,1623,1546,1660,1653,1651,1320,1327,-,1528,1412,1504,1839,-,1818,1818,1443,-
31,Common Stock,241.13,241.13,241.13,241.13,241.13,241.13,241.13,241.13,241.13,-,241.13,241.13,241.13,180.85,-,180.85,180.85,180.85,-
32,Additional Paid-In Capital,488.03,488.03,488.03,488.03,488.03,488.03,488.03,488.03,488.03,-,488.03,488.03,488.03,308.15,-,308.15,308.15,308.15,-
33,Retained Earnings,409.11,399.06,382.37,369.58,342.17,342.72,344.11,342.44,327.95,-,351.34,344.37,317.06,306.31,-,264.76,264.76,210.5,-
34,Comprehensive Income & Other,0.55,0.48,0.39,0.36,0.37,0.29,0.21,0.3,0.28,-,0.07,0.05,0.07,0,-,0.03,0.03,0.08,-
35,Total Common Equity,1139,1129,1112,1099,1072,1072,1073,1072,1057,-,1081,1074,1046,795.32,753.79,753.79,753.79,699.58,660.5
36,Minority Interest,3.44,4.31,5.04,5.54,6.5,6.9,7.24,7.35,-,-,-,-,-,-,-,-,-,-,-
37,Shareholders' Equity,1142,1133,1117,1105,1078,1079,1081,1079,1057,-,1081,1074,1046,795.32,753.79,753.79,753.79,699.58,660.5
38,Total Liabilities & Equity,2636,2695,2740,2651,2738,2732,2731,2399,2384,-,2608,2485,2550,2635,-,2572,2572,2142,-
39,Total Debt,61.43,61.42,83.32,83.31,76.31,76.21,78.12,76.69,78.08,-,121.43,158.92,129.4,147.34,150.07,150.07,150.07,104.82,131.81
40,Net Cash (Debt),433.85,553.18,481.89,489.42,540.18,520.14,618.82,648.87,480.91,-,313.51,353.24,171.23,380.15,506.65,506.65,506.65,243.57,153.43
41,Net Cash Growth,-19.68%,6.35%,-22.13%,-24.57%,12.32%,-,97.38%,83.69%,180.85%,-,-38.12%,-30.28%,-66.20%,56.08%,230.21%,-,-,-,-
42,Net Cash Per Share,1.80,2.29,2.00,1.89,2.23,2.17,2.55,2.48,1.99,-,1.30,1.50,0.78,2.17,2.72,2.86,2.80,1.35,-
43,Filing Date Shares Outstanding,241.13,241.13,241.13,241.13,241.13,241.13,241.13,241.13,241.13,240.9,241.13,241.13,241.13,180.85,241.11,180.85,180.85,180.85,-
44,Total Common Shares Outstanding,241.13,241.13,241.13,241.13,241.13,241.13,241.13,241.13,241.13,240.9,241.13,241.13,241.13,180.85,180.85,180.85,180.85,180.85,-
45,Working Capital,636.71,616.18,590.69,564.88,526.99,510.83,555.03,544.7,474.71,-,486.09,447.37,435.58,183.38,-,135.97,135.97,132.99,-
46,Book Value Per Share,4.72,4.68,4.61,4.56,4.44,4.45,4.45,4.45,4.39,-,4.48,4.45,4.34,4.40,4.17,4.17,4.17,3.87,3.89
47,Tangible Book Value,1075,1064,1046,1033,1005,1004,1005,1002,987.29,-,1008,981.22,955.4,702.97,663.74,663.74,663.74,607.71,568.64
48,Tangible Book Value Per Share,4.46,4.41,4.34,4.28,4.17,4.16,4.17,4.16,4.09,-,4.18,4.07,3.96,3.89,3.67,3.67,3.67,3.36,3.34
49,Buildings,-,312.56,-,312.56,-,312.56,-,312.56,-,-,-,305.24,-,272.55,-,272.64,272.64,277.54,-
50,Machinery,-,650.32,-,649.4,-,613.77,-,608.62,-,-,-,553.61,-,495.39,-,489.19,489.19,483.05,-
51,Construction In Progress,-,8.2,-,4.82,-,27.1,-,30.05,-,-,-,58.41,-,115.31,-,105.26,105.26,25.84,-
