,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
15,Long-Term Deferred Charges,4.72,4.38,3.94,4.37,5.23,4.28,5.77,5.76,7,7.87,9.42,10.04,10.2,-,-,9.06,-,8.9,8.9,10.81
16,Other Long-Term Assets,24.13,26.4,27.27,27.28,40.47,67.96,34.32,40.48,25.21,24.96,15.95,11.9,7.14,-,-,3.36,-,0.31,0.31,-
17,Total Assets,909.55,892.83,898.37,879.54,962.34,990.12,1017,1036,1084,1122,1137,1191,1163,-,-,412.6,-,350.95,350.95,312.6
18,Accounts Payable,30.26,11.81,16.95,19.73,21.83,22.62,1.48,19.38,6.61,7.4,6.04,7.14,9.5,-,-,4.17,-,5.54,5.54,6.92
19,Accrued Expenses,23.68,29.02,20.65,38.61,21.11,25.37,10.63,34.91,20.8,32.01,26.57,66.21,37.32,-,-,92.7,-,54.69,54.69,67.23
20,Short-Term Debt,1.52,30.86,31.97,2.03,0.63,10.6,18.9,30.69,29.01,38.96,20.01,-,-,-,-,10.68,-,-,-,-
21,Current Portion of Leases,8.56,8.56,8.99,9.08,6,7.33,13.87,15.05,10.78,19.53,21.49,21.24,-,-,-,-,-,-,-,-
22,Current Income Taxes Payable,14.4,-,9.02,-,5.23,-,4.99,0,8.05,-,16.46,8.1,2.97,-,-,5.78,-,9.52,9.52,9.84
23,Current Unearned Revenue,45.43,43.74,48.34,51.65,73.85,74.51,104.73,63.54,93.08,77.13,84.9,57.84,78.28,-,-,64.97,-,57.43,57.43,57.32
24,Other Current Liabilities,12.87,6.88,5.51,6.97,19.25,20.17,8.11,7.8,8.12,9.15,14.48,14.97,28.21,-,-,6.78,-,52.93,52.93,2.17
25,Total Current Liabilities,136.72,130.87,141.42,128.07,147.9,160.61,162.72,171.36,176.45,184.19,189.96,175.51,156.29,-,-,185.09,-,180.1,180.1,143.47
26,Long-Term Leases,11.54,10.09,11.57,12.02,2.93,3.21,16.83,17.41,29.49,22.93,29.12,34.57,40.31,-,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,1.79,1.25,0.88,0.91,-,-,-,-,-,-,-,-
28,Total Liabilities,148.26,140.96,152.99,140.09,150.83,163.82,179.55,188.77,207.73,208.36,219.95,210.99,196.6,-,-,185.09,-,180.1,180.1,143.47
29,Common Stock,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,40.4,40.4,40.4,-,-,30.3,-,30.3,30.3,30.3
30,Additional Paid-In Capital,702.2,701.87,701.77,701.67,701.44,701.33,701.1,701.1,700.59,700.44,724.52,724.36,724.68,-,-,41.99,-,40.81,40.81,40.23
31,Retained Earnings,-6.31,-14.81,-21.17,-27,45.28,60.2,71.79,81.34,111.38,149.03,140.11,203.13,201.2,-,-,155.22,-,99.75,99.75,98.6
32,Total Common Equity,760.53,751.71,745.24,739.31,811.36,826.17,837.54,847.08,876.61,914.11,905.03,967.9,966.27,-,227.51,227.51,170.86,170.86,170.86,169.13
33,Minority Interest,0.76,0.16,0.14,0.14,0.14,0.13,0.11,0.25,-,-,11.61,11.7,-,-,-,-,-,-,-,-
34,Shareholders' Equity,761.29,751.86,745.38,739.45,811.5,826.3,837.64,847.33,876.61,914.11,916.64,979.6,966.27,-,227.51,227.51,170.86,170.86,170.86,169.13
35,Total Liabilities & Equity,909.55,892.83,898.37,879.54,962.34,990.12,1017,1036,1084,1122,1137,1191,1163,-,-,412.6,-,350.95,350.95,312.6
36,Total Debt,21.62,49.51,52.53,23.13,9.56,21.15,49.6,63.14,69.27,81.42,70.62,55.81,40.31,-,10.68,10.68,-,-,-,-
37,Net Cash (Debt),427.47,448.34,443.74,468.87,473.54,485.04,501.23,506.79,538.16,545.29,547.9,617.76,656.58,-,115.83,115.83,100.61,100.61,100.61,102.63
38,Net Cash Growth,-9.73%,-7.57%,-11.47%,-7.48%,-12.01%,-11.05%,-8.52%,-17.96%,-18.04%,-,373.02%,433.33%,552.62%,-,15.13%,12.86%,-,-,-,-
39,Net Cash Per Share,6.61,6.95,6.86,7.33,7.32,7.51,7.75,7.75,8.28,8.50,8.48,11.72,6.42,-,2.96,2.40,2.07,2.08,2.08,3.39
40,Filing Date Shares Outstanding,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,21.32,39.17,48.48,48.48,48.48,48.48,48.48
41,Total Common Shares Outstanding,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64,21.32,39.17,48.48,48.48,48.48,48.48,48.48
42,Working Capital,607.27,607.43,599.84,591.83,613.93,637.5,690.47,715.24,804.89,831.32,812.96,876.92,902.79,-,-,194.63,-,145.36,145.36,-
43,Book Value Per Share,11.77,11.63,11.53,11.44,12.55,12.78,12.96,13.10,13.56,14.14,14.00,14.97,14.95,-,4.69,4.69,3.52,3.52,3.52,3.49
44,Tangible Book Value,743.91,743.82,737.24,732.1,802.16,817.26,830.96,838.97,870.65,909.46,899.67,962.49,962.34,-,223.37,223.37,168.23,168.23,168.23,-
45,Tangible Book Value Per Share,11.51,11.51,11.41,11.33,12.41,12.64,12.86,12.98,13.47,14.07,13.92,14.89,14.89,-,4.61,4.61,3.47,3.47,3.47,3.43
46,Buildings,-,60.87,-,60.87,-,28.15,-,0.81,-,0.87,-,27.89,-,-,-,2.39,-,2.39,2.39,-
47,Machinery,-,30,-,29.66,-,31.62,-,30.71,-,30.18,-,29.81,-,-,-,17.32,-,14.46,14.46,-
