,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
10,Operating Income,11.74,4.51,5.22,-47.63,-17.45,-16.78,-19.81,-69.41,-35.54,0.73,-69.86,-0.89,-1.48,56.09,0.02,41.6,21.5,28.28,28.28,39.07
11,Interest Expense,-0.59,-2.63,-0.38,-0.66,-0.62,-0.53,-0.25,-0.95,-1.08,-4.74,-0.01,-1.31,-1.44,-1.24,-1.13,-0.75,-0.35,-0.4,-0.4,-0.25
12,Interest & Investment Income,0.45,-,3.69,6.6,4.05,6.43,1.19,4.21,6.24,-,6.83,2.66,-,0.19,0.32,0.54,0.06,0.17,0.17,1.22
13,Other Non Operating Income (Expenses),0.48,-0.48,-,-13.95,1.81,-1.7,-0.31,-1.19,-0.49,0.88,-0.9,-3.98,6.07,-1.63,-0.06,-0.74,1.2,-0.67,-0.67,-0.29
14,EBT Excluding Unusual Items,12.07,1.41,8.53,-55.65,-12.21,-12.58,-19.18,-67.35,-30.86,-3.13,-63.95,-3.51,3.14,53.4,-0.85,40.65,22.4,27.38,27.38,39.75
15,Gain (Loss) on Sale of Investments,-2.3,2.03,-2.55,1.72,-1.95,-3.69,6.48,-1.78,0.43,5.05,0.8,5.77,0.29,-,-,-,-,-,-,-0.79
16,Gain (Loss) on Sale of Assets,0.38,0.79,-,0.6,0.02,1.82,0.18,1.13,-,-0.2,-,0.05,-,-,-,-,-,-,-,0.16
17,Asset Writedown,-,-,-,-5.94,0.01,-0.01,-,-0.07,0.02,-0.02,-,-0,-,-,-,-0.01,0,-0,-0,-
18,Other Unusual Items,-2.1,1.99,0.05,3.55,-3.8,3.8,-,12.17,-7.94,7.94,-,-2.25,0.09,-0.09,-,-1.18,-0.13,0.07,0.07,0.14
19,Pretax Income,8.05,6.21,6.03,-55.72,-17.94,-10.65,-12.53,-55.89,-38.34,9.64,-63.14,0.05,3.51,53.31,-0.85,39.46,22.27,27.44,27.44,39.26
20,Income Tax Expense,0.66,-0.17,0.21,17.06,-3.03,0.91,-3.34,-25.27,-0.69,0.8,-0.03,-1.88,0.17,6.49,-0.6,2.88,3.38,4.14,4.14,5.89
21,Earnings From Continuing Operations,7.39,6.38,5.83,-72.78,-14.91,-11.56,-9.19,-30.62,-37.65,8.84,-63.11,1.93,3.35,46.82,-0.25,36.57,18.9,23.3,23.3,33.37
22,Minority Interest in Earnings,1.1,-0.02,0,0,-0.01,-0.02,0.14,-0.11,-,0.08,0.09,-,-,-,-,-,-,-,-,-
23,Net Income,8.49,6.37,5.83,-72.78,-14.92,-11.59,-9.05,-30.73,-37.65,8.92,-63.02,1.93,3.35,46.82,-0.25,36.57,18.9,23.3,23.3,33.37
24,Net Income to Common,8.49,6.37,5.83,-72.78,-14.92,-11.59,-9.05,-30.73,-37.65,8.92,-63.02,1.93,3.35,46.82,-0.25,36.57,18.9,23.3,23.3,33.37
25,Net Income Growth,-,-,-,-,-,-,-,-,-,-80.95%,-,-94.71%,-82.29%,100.95%,-,9.59%,-,-,-,-
26,Shares Outstanding (Basic),65,65,65,64,65,65,65,65,65,64,65,53,102,21,39,48,49,48,48,30
27,Shares Outstanding (Diluted),65,65,65,64,65,65,65,65,65,64,65,53,102,21,39,48,49,48,48,30
28,Shares Change (YoY),-0.07%,-0.12%,0.14%,-2.13%,-0.51%,0.69%,0.01%,24.04%,-36.44%,201.04%,65.02%,9.17%,109.99%,-55.97%,-19.10%,59.36%,-,-,-,-
29,EPS (Basic),0.13,0.10,0.09,-1.14,-0.23,-0.18,-0.14,-0.47,-0.58,0.14,-0.97,0.04,0.03,2.20,-0.01,0.76,0.39,0.48,0.48,1.10
30,EPS (Diluted),0.13,0.10,0.09,-1.14,-0.23,-0.18,-0.14,-0.47,-0.58,0.14,-0.97,0.04,0.03,2.20,-0.01,0.76,0.39,0.48,0.48,1.10
31,EPS Growth,-,-,-,-,-,-,-,-,-,-93.67%,-,-95.16%,-91.57%,356.36%,-,-31.23%,-,-,-,-
32,Free Cash Flow,-13.11,3.77,-18.54,2.21,-11.85,-37.32,-14.87,-26.01,-9.87,-13.63,-76.14,-22.92,-31.05,12.51,-76.7,47.12,19.34,-0.91,-0.91,-
33,Free Cash Flow Per Share,-0.20,0.06,-0.29,0.03,-0.18,-0.58,-0.23,-0.40,-0.15,-0.21,-1.18,-0.43,-0.30,0.59,-1.96,0.98,0.40,-0.02,-0.02,-
34,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.500
35,Gross Margin,51.00%,53.95%,49.96%,48.89%,30.28%,31.40%,23.98%,22.80%,4.89%,38.76%,-45.89%,43.79%,40.36%,57.51%,35.02%,59.58%,48.60%,55.26%,55.26%,57.71%
36,Operating Margin,10.99%,4.71%,6.18%,-39.75%,-27.36%,-19.49%,-31.20%,-67.21%,-52.64%,0.68%,-132.97%,-0.48%,-1.19%,30.03%,0.02%,27.04%,18.08%,26.01%,26.01%,25.60%
37,Profit Margin,7.95%,6.64%,6.90%,-60.74%,-23.39%,-13.46%,-14.25%,-29.76%,-55.77%,8.31%,-119.95%,1.05%,2.69%,25.07%,-0.26%,23.77%,15.89%,21.43%,21.43%,21.87%
38,Free Cash Flow Margin,-12.27%,3.93%,-21.97%,1.84%,-18.58%,-43.35%,-23.42%,-25.18%,-14.63%,-12.71%,-144.92%,-12.50%,-24.93%,6.70%,-80.75%,30.63%,16.27%,-0.84%,-0.84%,-
39,EBITDA,13.66,6.36,7.13,-45.71,-15.79,-15.07,-18.14,-67.74,-34.27,2.4,-68.6,0.38,-0.41,61.64,1.09,42.67,22.36,29.14,29.14,39.77
40,EBITDA Margin,12.79%,6.64%,8.45%,-38.16%,-24.75%,-17.50%,-28.58%,-65.59%,-50.77%,2.24%,-130.56%,0.21%,-0.33%,33.00%,1.15%,27.73%,18.81%,26.80%,26.80%,26.06%
41,D&A For EBITDA,1.91,1.85,1.91,1.91,1.67,1.71,1.67,1.67,1.27,1.67,1.27,1.27,1.07,5.55,1.07,1.07,0.86,0.86,0.86,0.7
42,EBIT,11.74,4.51,5.22,-47.63,-17.45,-16.78,-19.81,-69.41,-35.54,0.73,-69.86,-0.89,-1.48,56.09,0.02,41.6,21.5,28.28,28.28,39.07
43,EBIT Margin,10.99%,4.71%,6.18%,-39.75%,-27.36%,-19.49%,-31.20%,-67.21%,-52.64%,0.68%,-132.97%,-0.48%,-1.19%,30.03%,0.02%,27.04%,18.08%,26.01%,26.01%,25.60%
44,Effective Tax Rate,8.14%,-,3.40%,-,-,-,-,-,-,8.30%,-,-,4.71%,12.17%,-,7.31%,15.16%,15.10%,15.10%,15.00%
45,Revenue as Reported,106.81,95.79,84.38,119.81,63.79,86.09,63.49,103.27,67.5,107.28,52.54,183.4,124.55,186.79,94.99,153.85,336.36,-,-,-
