,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Asset Writedown,-3.04,-0.13,-0.72,3.6,-3.75,0.34,-0.34,0.05,-0.07,0.01,-0.01,-0.16,0.09,-0.06,0.06,0.05,-0.03,-0.02,-
18,Other Unusual Items,-2.37,3.37,1.57,4.89,9.2,-9.2,-,10.38,-13.73,13.73,-,-5.22,2.7,-0.59,-,0,-,-,-
19,Pretax Income,186.51,130.91,119.31,43.84,78.29,116.64,108.27,32.27,58.94,100.15,126.19,27.69,71.56,42.23,93.31,55.55,-8.96,80.56,3.59
20,Income Tax Expense,21.08,21.16,20.69,2.88,9.06,11.14,18.72,2.41,5.32,13.48,19.1,1.21,11.52,6.5,14.06,8.5,-4.38,5.47,-
21,Net Income,165.43,109.75,98.62,40.96,69.23,105.5,89.55,29.86,53.62,86.67,107.09,26.48,60.04,35.73,79.25,47.05,-4.58,75.09,3.59
22,Net Income to Common,165.43,109.75,98.62,40.96,69.23,105.5,89.55,29.86,53.62,86.67,107.09,26.48,60.04,35.73,79.25,47.05,-4.58,75.09,3.59
23,Net Income Growth,138.95%,4.03%,10.12%,37.20%,29.11%,21.72%,-16.37%,12.76%,-10.69%,142.53%,35.12%,-43.72%,-,-52.41%,2105.91%,-,-,-,-
24,Shares Outstanding (Basic),241,240,242,247,240,242,246,245,243,243,246,241,204,184,183,182,182,184,183
25,Shares Outstanding (Diluted),251,240,242,247,240,242,246,245,243,243,246,241,204,184,183,182,182,184,183
26,Shares Change (YoY),4.60%,-0.78%,-1.45%,0.72%,-1.31%,-0.47%,0.02%,1.39%,19.33%,32.36%,34.13%,32.59%,11.86%,-0.36%,0.16%,-,-,-,-
27,EPS (Basic),0.69,0.46,0.41,0.17,0.29,0.44,0.36,0.12,0.22,0.36,0.44,0.11,0.29,0.19,0.43,0.26,-0.03,0.41,0.02
28,EPS (Diluted),0.66,0.46,0.41,0.17,0.29,0.44,0.36,0.12,0.22,0.36,0.44,0.11,0.29,0.19,0.43,0.26,-0.03,0.41,0.02
29,EPS Growth,128.45%,4.85%,11.75%,36.22%,30.83%,22.30%,-16.39%,11.22%,-25.16%,83.23%,0.74%,-57.55%,-,-52.22%,2102.47%,-,-,-,-
30,Free Cash Flow,-67.9,-165.3,17.55,472.84,-181.42,542.86,-78.53,-303.6,-312.54,-251.1,806.46,-13.8,165.78,-80.08,-32.56,31.26,-59,-9.47,-26.42
31,Free Cash Flow Per Share,-0.27,-0.69,0.07,1.92,-0.76,2.25,-0.32,-1.24,-1.29,-1.03,3.28,-0.06,0.81,-0.44,-0.18,0.17,-0.32,-0.05,-0.14
32,Dividend Per Share,-,0.214,-,0.291,-,-,-,0.107,-,-,-,0.077,-,-,-,-,-,-,-
33,Dividend Growth,-,-,-,172.08%,-,-,-,39.09%,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,49.35%,39.03%,41.79%,46.83%,51.34%,52.26%,53.28%,40.86%,35.77%,49.59%,48.06%,28.31%,51.67%,51.51%,43.79%,52.50%,71.11%,59.63%,53.48%
35,Operating Margin,38.18%,33.13%,28.24%,13.10%,25.73%,46.80%,39.98%,4.83%,26.39%,31.67%,50.67%,11.26%,46.82%,38.13%,34.58%,38.75%,-54.91%,52.88%,12.69%
36,Profit Margin,35.13%,32.36%,27.26%,25.49%,29.60%,42.95%,36.46%,14.95%,24.62%,39.83%,47.55%,13.26%,40.92%,30.57%,29.17%,32.72%,-28.50%,48.93%,12.51%
37,Free Cash Flow Margin,-14.42%,-48.74%,4.85%,294.25%,-77.58%,221.01%,-31.97%,-152.01%,-143.53%,-115.39%,358.11%,-6.91%,112.98%,-68.51%,-11.98%,21.74%,-367.14%,-6.17%,-92.00%
38,EBITDA,184.54,113.93,106.88,25.76,63.8,119.82,101.83,13.27,59.83,72.2,116.48,24.84,70.46,46.62,95.88,57.63,-7.35,82.84,5.33
39,EBITDA Margin,39.18%,33.60%,29.54%,16.03%,27.28%,48.78%,41.46%,6.64%,27.48%,33.18%,51.72%,12.44%,48.02%,39.89%,35.28%,40.09%,-45.73%,53.98%,18.55%
40,D&A For EBITDA,4.71,1.58,4.71,4.71,3.63,4.87,3.63,3.63,2.36,3.28,2.36,2.36,1.76,2.06,1.91,1.91,1.48,1.68,1.68
41,EBIT,179.83,112.36,102.17,21.05,60.17,114.94,98.2,9.64,57.47,68.92,114.12,22.48,68.7,44.57,93.97,55.72,-8.82,81.15,3.65
42,EBIT Margin,38.18%,33.13%,28.24%,13.10%,25.73%,46.80%,39.98%,4.83%,26.39%,31.67%,50.67%,11.26%,46.82%,38.13%,34.58%,38.75%,-54.91%,52.88%,12.69%
43,Effective Tax Rate,11.30%,16.16%,17.34%,6.57%,11.57%,9.55%,17.29%,7.46%,9.02%,13.46%,15.14%,4.36%,16.09%,15.38%,15.07%,15.30%,-,6.79%,-
44,Revenue as Reported,470.96,339.11,361.77,160.7,233.86,245.63,245.63,199.72,217.76,217.61,225.2,199.67,146.73,116.89,271.73,143.78,16.07,182.18,-
