,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Other Non Operating Income (Expenses),1.55,-1.7,-0.12,-2.43,1.05,-1.89,-0.15,-1.44,0.11,-0.5,-0.39,0.59,-1.56,0.76,0.01,-0.98,4.56,0,0
14,EBT Excluding Unusual Items,80.53,14.06,-47.73,131.11,44.43,40.42,-38.73,87.43,43.02,48.97,-46.68,71.09,32.31,68.36,-30.71,107.99,73.65,7.31,7.31
15,Impairment of Goodwill,0.07,-0.07,-,-0.16,0.08,-0.08,-,-0.17,0.04,-0.04,-,-0.08,0.02,-0.02,-,-0.05,-0.02,-0.01,-0.01
16,Gain (Loss) on Sale of Investments,0.63,0.98,-0.06,1.91,-0.18,-0.66,0.59,0.79,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.05,0.09,0.05,0.67,-,-0.34,-,-0.02,-,-,-,-,-,-,-,-,-,-,-
18,Asset Writedown,0,0.36,-0.36,1.12,-1.12,0.04,-0.04,0.1,-0.16,0.05,-0.06,-0.04,-0.06,-1.02,1.06,2.39,0.02,-0,-0
19,Other Unusual Items,-9.83,6.1,3.73,9.27,-1.2,1.2,-,48,0.07,-0.07,-,28.4,-0.29,0.29,-,2.98,1.49,-,-
20,Pretax Income,71.35,21.52,-44.36,143.92,42.01,40.58,-38.18,136.12,42.98,48.9,-46.73,99.36,31.98,67.61,-29.65,113.3,75.13,7.3,7.3
21,Income Tax Expense,1.7,2.68,-1.4,13.62,2.97,-1.87,-1.01,15.01,3.56,2.36,-4.97,6.45,-4.31,10.14,-3.31,10.09,8.56,0.06,0.06
22,Earnings From Continuing Operations,69.65,18.85,-42.96,130.3,39.03,42.46,-37.18,121.11,39.42,46.54,-41.76,92.91,36.29,57.47,-26.35,103.22,66.57,7.23,7.23
23,Minority Interest in Earnings,-0.8,3.47,11,-20.59,0.3,-1.24,8.92,-2.43,-0.82,-5.61,3.79,-1.75,0.62,0.2,0.79,-0.06,-0.14,0.87,0.87
24,Net Income,68.85,22.31,-31.97,109.71,39.33,41.22,-28.25,118.67,38.6,40.93,-37.98,91.16,36.92,57.67,-25.55,103.16,66.43,8.1,8.1
25,Net Income to Common,68.85,22.31,-31.97,109.71,39.33,41.22,-28.25,118.67,38.6,40.93,-37.98,91.16,36.92,57.67,-25.55,103.16,66.43,8.1,8.1
26,Net Income Growth,75.05%,-45.86%,-,-7.55%,1.88%,0.70%,-,30.18%,4.56%,-29.02%,-,-11.63%,-44.43%,612.16%,-,-,-,-,-
27,Shares Outstanding (Basic),219,549,416,421,342,456,408,387,87,748,411,710,310,294,309,306,294,304,304
28,Shares Outstanding (Diluted),219,549,416,421,342,456,408,387,87,748,411,710,310,294,309,306,294,304,304
29,Shares Change (YoY),-36.13%,20.48%,1.82%,8.69%,293.87%,-39.06%,-0.77%,-45.48%,-71.92%,154.13%,33.32%,131.83%,5.42%,-3.19%,1.45%,-,-,-,-
30,EPS (Basic),0.31,0.04,-0.08,0.26,0.11,0.09,-0.07,0.31,0.44,0.05,-0.09,0.13,0.12,0.20,-0.08,0.34,0.23,0.03,0.03
31,EPS (Diluted),0.31,0.04,-0.08,0.26,0.11,0.09,-0.07,0.31,0.44,0.05,-0.09,0.13,0.12,0.20,-0.08,0.34,0.23,0.03,0.03
32,EPS Growth,174.06%,-55.06%,-,-14.94%,-74.13%,65.23%,-,138.80%,272.40%,-72.07%,-,-61.88%,-47.29%,635.64%,-,-,-,-,-
33,Free Cash Flow,-103.08,-148.18,-261.18,352.38,-48.85,-44.96,-174.47,199.82,-29.66,-39.4,-246.04,208.63,-46.52,-44.45,-408.08,245.3,139.92,-130.04,-130.04
34,Free Cash Flow Per Share,-0.47,-0.27,-0.63,0.84,-0.14,-0.10,-0.43,0.52,-0.34,-0.05,-0.60,0.29,-0.15,-0.15,-1.32,0.80,0.48,-0.43,-0.43
35,Dividend Per Share,-,-,-,0.024,-,-,-,0.031,-,-,-,0.119,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-22.73%,-,-,-,-74.07%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,40.49%,47.83%,9.50%,52.77%,28.96%,37.09%,14.07%,44.88%,35.40%,43.42%,8.73%,45.75%,36.71%,43.63%,13.08%,44.03%,41.30%,29.01%,29.01%
38,Operating Margin,24.29%,6.09%,-22.83%,24.54%,11.97%,11.17%,-19.37%,13.58%,11.35%,15.70%,-25.99%,17.36%,12.57%,24.56%,-15.64%,24.52%,19.73%,3.63%,3.63%
39,Profit Margin,21.80%,9.47%,-13.97%,20.45%,12.05%,12.80%,-12.07%,26.13%,12.33%,15.60%,-19.37%,23.21%,12.80%,20.18%,-13.30%,23.43%,18.77%,4.25%,4.25%
40,Free Cash Flow Margin,-32.65%,-62.86%,-114.12%,65.67%,-14.96%,-13.96%,-74.52%,43.99%,-9.47%,-15.02%,-125.51%,53.12%,-16.13%,-15.55%,-212.42%,55.71%,39.54%,-68.27%,-68.27%
41,EBITDA,84.61,21.68,-44.32,139.58,46.74,46.2,-37.67,69.34,41.78,49.06,-44.7,74.44,42.68,76.43,-23.62,114.4,-,12.89,12.89
42,EBITDA Margin,26.80%,9.20%,-19.37%,26.01%,14.32%,14.35%,-16.09%,15.27%,13.34%,18.70%,-22.80%,18.95%,14.80%,26.74%,-12.30%,25.98%,-,6.77%,6.77%
43,D&A For EBITDA,7.92,7.33,7.92,7.92,7.67,10.22,7.67,7.67,6.24,7.88,6.24,6.24,6.42,6.23,6.42,6.42,-,5.98,5.98
44,EBIT,76.69,14.35,-52.24,131.66,39.07,35.99,-45.35,61.67,35.54,41.18,-50.94,68.2,36.27,70.2,-30.04,107.98,69.81,6.91,6.91
45,EBIT Margin,24.29%,6.09%,-22.83%,24.54%,11.97%,11.17%,-19.37%,13.58%,11.35%,15.70%,-25.99%,17.36%,12.57%,24.56%,-15.64%,24.52%,19.73%,3.63%,3.63%
46,Effective Tax Rate,2.38%,12.43%,-,9.47%,7.08%,-,-,11.03%,8.28%,4.83%,-,6.49%,-,15.00%,-,8.90%,11.40%,0.88%,0.88%
47,Revenue as Reported,315.74,235.74,228.86,536.57,326.43,322.03,234.14,454.22,313.17,262.38,196.03,392.75,288.5,285.81,192.11,440.34,544.38,-,-
