,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
37,Retained Earnings,699.07,630.23,617.58,649.55,539.68,500.35,471.76,500.03,381.2,342.6,349.82,387.8,296.64,-,-,227.61,227.61,94.75,94.75
38,Comprehensive Income & Other,0.12,0.12,0.09,0.09,0,0,0.02,0.02,-,-,-,-,-,-,-,-,-,-,-
39,Total Common Equity,2288,2217,2203,2232,2120,2080,2048,2072,1951,1911,1916,1953,481.53,-,407.97,407.97,407.97,269.14,269.14
40,Minority Interest,97.97,97.17,100.63,111.62,99.32,99.62,98.32,115.13,72.12,71.3,65.69,69.48,6.97,-,-,8.59,8.59,8.31,8.31
41,Shareholders' Equity,2386,2314,2304,2343,2220,2179,2147,2187,2023,1983,1982,2022,488.5,-,416.56,416.56,416.56,277.45,277.45
42,Total Liabilities & Equity,3194,3054,3106,3229,3014,2966,2920,3090,2607,2672,2770,2994,1366,-,-,1068,1068,763.69,763.69
43,Total Debt,66.59,60.99,55.02,59.95,67.17,72.55,88.12,112.9,138.99,251.12,398.95,445.16,421.8,-,73.39,73.39,73.39,76.14,76.14
44,Net Cash (Debt),579.08,704.42,932.16,1192,882.25,936.42,1009,1192,967.17,1029,1094,1349,-238.4,-,300.39,300.39,300.39,44.74,44.74
45,Net Cash Growth,-34.36%,-24.78%,-7.63%,0.03%,-8.78%,-8.97%,-7.74%,-11.66%,-,-,264.14%,349.17%,-,-,571.33%,-,-,-,-
46,Net Cash Per Share,2.65,1.28,2.24,2.83,2.58,2.05,2.47,3.08,11.13,1.37,2.66,1.90,-0.77,-,0.97,0.98,1.02,0.15,0.15
47,Filing Date Shares Outstanding,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,304.2,304.2,308.61,304.2,293.71,304.2,304.2
48,Total Common Shares Outstanding,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,405.6,304.2,304.2,308.61,304.2,293.71,304.2,304.2
49,Working Capital,1538,1531,1636,1716,1607,1582,1564,1601,1569,1538,1584,1622,142.24,-,-,176.31,176.31,52.25,52.25
50,Book Value Per Share,5.64,5.47,5.43,5.50,5.23,5.13,5.05,5.11,4.81,4.71,4.72,4.81,1.58,-,1.34,1.34,1.39,0.88,0.88
51,Tangible Book Value,2110,2043,2027,2052,1939,1896,1885,1908,1846,1805,1808,1844,394.23,-,317.21,317.21,317.21,180.65,180.65
52,Tangible Book Value Per Share,5.20,5.04,5.00,5.06,4.78,4.67,4.65,4.70,4.55,4.45,4.46,4.55,1.30,-,1.04,1.04,1.08,0.59,0.59
53,Buildings,-,298.53,-,298.53,-,300.35,-,298.53,-,298.53,-,297.68,-,-,-,174.78,174.78,174.78,174.78
54,Machinery,-,135.74,-,128.5,-,125.28,-,123.78,-,113.64,-,110.72,-,-,-,83.33,83.33,78.55,78.55
55,Construction In Progress,-,225.38,-,180.05,-,147.07,-,122.99,-,70.29,-,56.39,-,-,-,9.74,9.74,1.38,1.38
