,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
14,Long-Term Deferred Charges,0.17,0.24,0.32,0.39,0.47,0.55,0.63,0.7,0.77,0.78,-,-,-,-,-
15,Other Long-Term Assets,12.52,8.78,1.58,2.36,2.93,-,1.75,1.92,2.64,0.76,-,1.03,-,-,-
16,Total Assets,1175,1134,1123,1111,1093,1120,1166,1104,1017,1033,-,679.71,-,-,-
17,Accounts Payable,183.22,164.27,174.31,188.09,83.46,80.32,148.99,196.46,161.93,172.25,-,194.52,-,-,-
18,Accrued Expenses,11.98,15.4,10.34,12.97,10.46,12.1,9.41,14.21,9.89,15.07,-,22.52,-,-,-
19,Short-Term Debt,70.57,50.04,50.04,58.65,123.72,146.9,97.5,94.14,42.36,30.71,-,113.04,-,-,-
20,Current Portion of Long-Term Debt,8.01,8.01,6.01,6.01,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,3.4,0.37,3.77,0.31,2.78,0.28,6.44,6.1,9.4,4.26,-,7.63,-,-,-
22,Current Unearned Revenue,0.35,0.41,0.23,0.07,0.19,0.03,2.32,0.01,0.04,0.1,-,0.18,-,-,-
23,Other Current Liabilities,16.85,16.99,4.57,10.74,5.49,6.39,15.5,9.32,41.54,23,-,0.75,-,-,-
24,Total Current Liabilities,294.37,255.49,249.26,276.83,226.11,246.01,280.16,320.24,265.16,245.39,-,338.65,-,-,-
25,Long-Term Debt,107.08,108.09,112.99,78.07,87.07,87.08,90,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,37.13,37.38,34.57,34.76,24.01,23.75,23.9,24.05,3.27,3.4,-,2.14,-,-,-
27,Total Liabilities,438.59,400.96,396.82,389.65,337.19,356.84,394.07,344.29,268.43,248.79,-,340.79,-,-,-
28,Common Stock,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,-,56,-,-,-
29,Additional Paid-In Capital,484.06,484.06,484.06,484.06,479.72,479.72,479.72,479.72,479.72,479.72,-,96.34,-,-,-
30,Retained Earnings,178.4,175.18,168.53,163.06,201.06,208.55,217.06,205.39,194.35,229.89,-,186.58,-,-,-
31,Total Common Equity,737.12,733.91,727.25,721.79,755.45,762.94,771.45,759.78,748.73,784.28,338.92,338.92,-,-,252.67
32,Minority Interest,-0.79,-0.79,-0.6,-0.32,-,-,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,736.33,733.12,726.65,721.47,755.45,762.94,771.45,759.78,748.73,784.28,338.92,338.92,-,-,252.67
34,Total Liabilities & Equity,1175,1134,1123,1111,1093,1120,1166,1104,1017,1033,-,679.71,-,-,-
35,Total Debt,185.65,166.13,169.04,142.72,210.79,233.97,187.5,94.14,42.36,30.71,113.04,113.04,-,-,105.66
36,Net Cash (Debt),105.79,134,151.4,205.17,136.44,82.44,242.95,280.27,329.18,462.71,-21.38,-21.38,-,-,-36.38
37,Net Cash Growth,-22.46%,62.55%,-37.68%,-26.80%,-58.55%,-82.18%,-,-,-,-,-,-,-,-,-
38,Net Cash Per Share,1.46,1.83,1.94,2.75,2.07,0.97,3.33,3.72,4.47,8.19,-0.38,-0.38,-,-,-0.65
39,Filing Date Shares Outstanding,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,55.99,56.45,55.64,55.98,55.98
40,Total Common Shares Outstanding,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,74.67,55.99,56.45,55.64,55.98,55.98
41,Working Capital,506.26,526.15,539.08,515.74,584.14,592.39,645.1,556.01,540.91,620.82,-,190.25,-,-,-
42,Book Value Per Share,9.87,9.83,9.74,9.67,10.12,10.22,10.33,10.18,10.03,10.50,6.00,6.00,-,-,4.51
43,Tangible Book Value,692.33,688.79,682.09,676.28,709.51,716.56,752.54,740.58,729.23,764.66,318.74,318.74,-,-,233.83
44,Tangible Book Value Per Share,9.27,9.22,9.14,9.06,9.50,9.60,10.08,9.92,9.77,10.24,5.65,5.65,-,-,4.18
45,Buildings,-,78.25,-,70.37,-,71.43,-,71.43,-,64.94,-,63.86,-,-,-
46,Machinery,-,134.57,-,127.76,-,119.46,-,114.82,-,103.41,-,101.52,-,-,-
47,Construction In Progress,-,160.93,-,138.99,-,107.25,-,76.29,-,31.71,-,12.29,-,-,-
