,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Total Current Assets,965.8,911.41,792.25,745.49,846.38,826.27,758.36,771.89,844.53,884.26,838.56,871.69,886.69,896.89,914.79,884.75,499.78,394,-
10,"Property, Plant & Equipment",297.44,297.92,307.33,318.75,337.06,344.03,379.02,347.39,343.18,344.06,346.12,341.1,265.63,266.27,251.64,211.65,201.91,195.57,-
11,Long-Term Investments,10,10,10,10,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-
12,Other Intangible Assets,64.19,71.66,72.62,73.68,59.17,59.56,22.02,22.17,22.47,22.61,26.62,26.72,27.12,27.31,27.55,27.51,28.04,27.64,-
13,Long-Term Deferred Tax Assets,19.96,18.02,17.66,18.62,17.06,16.86,18.5,20.75,14.69,15.87,16.35,15.29,9.19,8.04,7.62,6.55,7.93,6.81,-
14,Long-Term Deferred Charges,2.35,2.65,2.96,2.84,4.85,2.98,3.09,2.65,2.85,2.94,2.25,2.35,4.66,4.02,2.89,2.38,2.52,2.37,-
15,Other Long-Term Assets,4.48,5.64,2.76,1.55,6.01,8.95,17.05,6.4,10.73,7.39,7.21,9.46,16.02,12.04,23.55,7.95,4.56,4.92,-
16,Total Assets,1364,1317,1206,1171,1281,1269,1198,1171,1238,1277,1237,1267,1209,1215,1228,1141,744.74,631.31,-
17,Accounts Payable,368.18,323.97,254.98,247.29,263.8,325.74,255.18,259.33,279.79,362.5,348.87,368,311.24,358.76,385.1,348.25,263.96,171.03,-
18,Accrued Expenses,10.68,9.78,6.69,11.64,8.17,8.54,6.88,13.57,7.3,8.14,6.74,10.91,5.36,10.24,7.52,10.36,8.06,6.24,-
19,Short-Term Debt,212.14,199.27,135.88,117.7,217.08,150.57,150.59,94.03,161.12,132.49,123.49,135.2,104.74,55.08,36.3,9.01,9.01,9.01,-
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,4.64,0.01,13.23,8.25,14.35,8.58,4.84,-,4.64,9.6,-,-,-
21,Current Portion of Leases,2.97,2.84,2.89,2.9,3.3,3.26,-,5.47,-,6.01,-,5.97,-,4.74,-,-,-,-,-
22,Current Income Taxes Payable,7.77,3.29,3.3,1.68,2.23,0.76,1.56,0.91,2.66,1.03,2.44,0.34,2.21,2,2.58,1.45,4.14,3.04,-
23,Current Unearned Revenue,0.1,0.74,0.38,1.02,0.09,0.08,0.12,1.13,1.01,0.74,0.75,1.59,0.21,1.26,0.53,1.31,0.05,0.02,-
24,Other Current Liabilities,13.39,3.35,1.99,2.13,5.32,4.36,6.74,4.6,9.39,4.87,2.73,1.85,28.32,6.34,5.2,6.42,11.99,12.2,-
25,Total Current Liabilities,615.23,543.25,406.11,384.36,499.99,493.31,425.72,379.05,474.51,524.03,499.36,532.43,456.91,438.42,441.87,386.4,297.22,201.54,-
26,Long-Term Debt,-,-,-,-,1.61,1.65,1.59,21.66,-,-,-,-,-,-,-,-,-,-,-
27,Long-Term Leases,0.48,1.31,2.04,2.78,4.14,5.01,7.54,9,12.51,12.98,14.19,15.4,17.79,19.01,20.26,-,-,-,-
28,Long-Term Unearned Revenue,7.7,8.11,8.54,8.95,9.53,9.95,8.91,9.28,7.09,6.78,7.06,5.89,5.8,5.83,6.05,4.6,4.22,4.38,-
29,Long-Term Deferred Tax Liabilities,1.16,1.27,1.38,1.61,0.87,0.89,0.92,2.98,-,-,-,-,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,0.38,0.34,0.61,0.31,0.84,0.69,0.5,0.33,1.02,0.97,0.78,0.52,0.31,0.23,0.39,0.23,0.26,0.18,-
31,Total Liabilities,624.95,554.28,418.68,398,516.97,511.49,445.18,422.3,495.12,544.76,521.4,554.25,480.81,463.48,468.57,391.23,301.7,206.1,-
32,Common Stock,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,72,72,-
33,Additional Paid-In Capital,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.64,423.68,155.88,155.88,-
34,Retained Earnings,230.41,255.88,276.66,258.55,249.54,237.18,239.8,232.93,232.06,222.15,207.94,202.79,215.71,237.17,244.4,232.68,216.63,198.82,-
35,Comprehensive Income & Other,-9.97,-12.08,-9.05,-5.17,-5.62,0.33,-6.59,-3.62,-8.38,-9.42,-11.87,-10.06,-6.84,-5.73,-4.57,-2.95,-1.6,-1.63,-
36,Total Common Equity,740.07,763.44,787.25,773.01,763.56,757.14,752.85,748.95,743.32,732.37,715.7,712.36,728.5,751.08,759.47,749.41,442.91,425.08,400.5
37,Minority Interest,-0.8,-0.42,-0.34,-0.08,0,0,0,0,0,0,0,0,0,0,0,0.14,0.13,0.13,-
38,Shareholders' Equity,739.27,763.02,786.91,772.93,763.57,757.15,752.86,748.95,743.33,732.37,715.71,712.36,728.51,751.08,759.47,749.55,443.04,425.21,400.63
39,Total Liabilities & Equity,1364,1317,1206,1171,1281,1269,1198,1171,1238,1277,1237,1267,1209,1215,1228,1141,744.74,631.31,-
40,Total Debt,215.6,203.43,140.81,123.38,226.12,160.48,164.37,130.17,186.86,159.73,152.04,165.15,127.37,78.83,61.2,18.61,9.01,9.01,19.65
41,Net Cash (Debt),73.29,120.27,138.59,99.36,62.42,24.1,32.39,76.74,47.86,31.33,51.58,90.36,162.33,198.47,239.57,345.66,53.48,44.78,41.55
42,Net Cash Growth,17.42%,399.07%,327.86%,29.48%,30.41%,-23.10%,-37.21%,-15.08%,-70.52%,-84.21%,-78.47%,-73.86%,203.52%,343.24%,476.63%,-,-,-,-
43,Net Cash Per Share,0.76,1.25,1.44,1.03,0.65,0.25,0.34,0.80,0.50,0.33,0.54,0.94,1.69,2.07,2.50,4.80,0.74,0.62,0.58
44,Filing Date Shares Outstanding,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,72,72,72.1
45,Total Common Shares Outstanding,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,72,72,72.1
46,Working Capital,350.56,368.16,386.14,361.14,346.39,332.96,332.64,392.85,370.02,360.23,339.19,339.25,429.78,458.48,472.92,498.35,202.56,192.46,-
47,Book Value Per Share,7.71,7.95,8.20,8.05,7.95,7.89,7.84,7.80,7.74,7.63,7.46,7.42,7.59,7.82,7.91,7.81,6.15,5.90,5.56
48,Tangible Book Value,675.88,691.77,714.63,699.33,704.39,697.59,730.84,726.78,720.85,709.76,689.09,685.65,701.38,723.77,731.92,721.91,414.87,397.44,372.63
49,Tangible Book Value Per Share,7.04,7.21,7.44,7.28,7.34,7.27,7.61,7.57,7.51,7.39,7.18,7.14,7.31,7.54,7.62,7.52,5.76,5.52,5.18
50,Buildings,-,137.54,-,141.73,-,76.71,-,76.2,-,74.36,-,74.68,-,76.09,-,76.55,-,-,-
51,Machinery,-,347.98,-,346.82,-,335.51,-,323.95,-,307.58,-,290.05,-,268.72,-,232.67,-,-,-
52,Construction In Progress,-,7.23,-,8.06,-,94.46,-,87.31,-,81.58,-,79.72,-,15.71,-,4.41,-,6.76,-
