,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Long-Term Unearned Revenue,86.22,56.83,48.08,49.57,50.19,51.94,44.97,43.06,41.68,41.33,39.43,39.1,-,25.75,-,22.57,22.57,13.38,13.38
29,Long-Term Deferred Tax Liabilities,58.92,61.44,57.54,63.09,34.01,34.61,35.18,35.44,6.12,6.25,2.61,2.4,-,-,-,-,-,-,-
30,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-0,-,-,-,-,-
31,Total Liabilities,2429,2324,2165,2276,1272,1153,1117,1235,1149,834.38,514.84,707.09,-,652.82,-,668.48,668.48,503.13,503.13
32,Common Stock,192,192,192,192,192,192,120,120,120,120,120,120,-,90,-,90,90,90,90
33,Additional Paid-In Capital,904.48,904.48,904.48,904.48,904.48,904.48,976.48,976.48,976.88,976.88,976.88,976.88,-,178.71,-,178.71,178.71,178.71,178.71
34,Retained Earnings,454.94,449.51,469.58,426.21,443.87,425.93,435.23,416.85,382.18,317.82,283.6,261.63,-,224.1,-,190.43,190.43,118.7,118.7
35,Treasury Stock,-12.65,-8.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,194.01,159.18,157.38,165.72,2.71,7.93,-0.38,-2.78,-0.29,0.19,-0.22,-0.69,-,-0.46,-,-0.26,-0.26,1.14,1.14
37,Total Common Equity,1733,1696,1723,1688,1543,1530,1531,1511,1479,1415,1380,1358,-,492.34,458.88,458.88,458.88,388.54,388.54
38,Minority Interest,142.71,145.73,148.05,149.72,161.85,164.96,169.19,167.47,33.43,33.1,-,-,-,-,-,-,-,-,-
39,Shareholders' Equity,1875,1842,1871,1838,1705,1695,1701,1678,1512,1448,1380,1358,-,492.34,458.88,458.88,458.88,388.54,388.54
40,Total Liabilities & Equity,4305,4166,4036,4114,2977,2848,2818,2913,2661,2282,1895,2065,-,1145,-,1127,1127,891.68,891.68
41,Total Debt,1339,1324,1195,1245,555.9,369.7,305.23,319.06,461.48,310.15,203.96,364.2,-,346.96,288.43,288.43,288.43,262.5,262.5
42,Net Cash (Debt),-924.49,-846.53,-651.95,-298.56,-280.67,-38.93,264.68,435.56,440.23,129.49,229.52,490.6,-,-263.03,-184.34,-184.34,-184.34,-207.12,-207.12
43,Net Cash Growth,-,-,-,-,-,-,15.32%,-11.22%,-,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,-4.82,-4.41,-2.89,-1.55,-1.46,-0.20,1.38,2.27,1.53,1.35,1.20,3.39,-,-1.83,-1.28,-1.29,-1.29,-1.43,-1.43
45,Filing Date Shares Outstanding,190.45,192,192,192,192,192,192,192,192,192,192,192,143.97,144,144.04,144,144,144,144
46,Total Common Shares Outstanding,190.45,192,192,192,192,192,192,192,192,192,192,192,143.97,144,144.04,144,144,144,144
47,Working Capital,191.03,316.48,401.88,637.25,170.22,101.08,208.92,340.19,609.88,527.59,634.4,771.44,-,-72.4,-,-94.56,-94.56,-102.2,-102.2
48,Book Value Per Share,9.10,8.84,8.98,8.79,8.04,7.97,7.98,7.87,7.70,7.37,7.19,7.07,-,3.42,3.19,3.19,3.19,2.70,2.70
49,Tangible Book Value,1252,1321,1345,1344,1147,1131,1130,1108,1265,1200,1310,1288,-,421.6,387.01,387.01,387.01,298.07,298.07
50,Tangible Book Value Per Share,6.58,6.88,7.00,7.00,5.98,5.89,5.88,5.77,6.59,6.25,6.82,6.71,-,2.93,2.69,2.69,2.69,2.07,2.07
51,Buildings,-,908.57,-,780.76,-,449.69,-,442.14,-,288.32,-,234.08,-,234.08,-,234.08,234.08,229.68,229.68
52,Machinery,-,1217,-,1095,-,943.38,-,841.55,-,617.02,-,487.21,-,434.68,-,410.51,410.51,341.26,341.26
53,Construction In Progress,-,663.49,-,341.28,-,324.83,-,94.49,-,187.48,-,81.2,-,50.38,-,27.1,27.1,28.84,28.84
