,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Free Cash Flow Per Share,0.06,-0.11,-0.22,0.05,0.30,-0.04,-0.10,-0.24,0.49,-0.04,-0.41,0.91,-0.02,0.06,-0.93,-,-,-0.48,-0.48
34,Dividend Per Share,-,-,-,0.216,-,-,-,0.179,-,-,-,0.143,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,20.94%,-,-,-,24.98%,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,29.87%,24.19%,19.49%,27.90%,23.65%,28.92%,33.31%,28.25%,30.43%,29.27%,33.50%,37.41%,30.67%,29.12%,30.95%,39.24%,29.05%,34.45%,34.45%
37,Operating Margin,0.23%,0.03%,-4.25%,11.88%,14.36%,0.91%,19.75%,7.27%,20.95%,13.28%,16.29%,15.33%,-1.88%,17.39%,18.55%,21.05%,21.73%,17.75%,17.75%
38,Profit Margin,2.89%,5.88%,-0.58%,12.94%,10.49%,5.89%,17.12%,13.21%,19.57%,15.99%,19.53%,22.67%,18.75%,10.20%,17.58%,22.67%,15.61%,16.57%,16.57%
39,Free Cash Flow Margin,8.72%,-11.74%,-35.57%,3.33%,24.94%,-4.02%,-12.21%,-12.88%,49.30%,-4.37%,-60.38%,66.62%,-1.94%,4.20%,-107.67%,-,-,-45.22%,-45.22%
40,EBITDA,2.19,2.27,-0.92,23.74,21.45,3.39,20.2,17.39,25,16.54,14.1,19.08,-0.09,22.14,15.07,26.58,31.32,17.02,17.02
41,EBITDA Margin,2.98%,2.21%,-1.33%,12.98%,15.92%,3.23%,22.05%,8.27%,22.36%,15.01%,18.33%,16.71%,-0.10%,18.68%,20.69%,22.36%,22.70%,19.27%,19.27%
42,D&A For EBITDA,2.02,2.25,2.02,2.02,2.11,2.43,2.11,2.11,1.58,1.91,1.58,1.58,1.56,1.53,1.56,1.56,1.34,1.34,1.34
43,EBIT,0.17,0.03,-2.93,21.73,19.34,0.96,18.09,15.28,23.43,14.64,12.53,17.51,-1.65,20.61,13.51,25.02,29.98,15.69,15.69
44,EBIT Margin,0.23%,0.03%,-4.25%,11.88%,14.36%,0.91%,19.75%,7.27%,20.95%,13.28%,16.29%,15.33%,-1.88%,17.39%,18.55%,21.05%,21.73%,17.75%,17.75%
45,Effective Tax Rate,5.65%,4.97%,-,16.42%,13.35%,7.87%,14.60%,13.35%,14.35%,14.19%,14.37%,13.36%,11.96%,9.61%,16.17%,15.56%,14.34%,15.10%,15.10%
46,Revenue as Reported,73.52,103.02,69.11,182.89,134.71,105.05,91.59,210.14,111.85,110.24,76.92,114.22,87.69,118.51,72.84,433.54,-,88.36,88.36
