,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Total Current Assets,1083,1086,1094,1126,1086,1034,1020,1084,1005,946.38,908.21,929.15,-,392.55,-,421.01,-,391.14,391.14
11,"Property, Plant & Equipment",192.68,184.48,175.12,172.83,165.84,155.85,155.6,157.85,154.9,152.65,102.82,105.07,-,105.61,-,107.23,-,112.19,112.19
12,Long-Term Investments,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,11.63,23.71,21.01,-,14.11,-,11.09,-,9.55,9.55
13,Other Intangible Assets,32.24,32.7,32.45,32.65,32.11,32.8,33.17,33.65,32.67,32.96,33.13,32.61,-,32.71,-,33.11,-,33.4,33.4
14,Long-Term Deferred Tax Assets,39.98,39.13,39.65,38.64,39.55,37.3,34.06,34.17,34.32,30.44,27.84,27.83,-,20.98,-,17.12,-,15.11,15.11
15,Long-Term Deferred Charges,0.31,0.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,Other Long-Term Assets,7,8.45,7.39,7.44,8.43,7.27,8.01,7.38,8.82,7.49,9.56,9.63,-,10.01,-,9.9,-,7.26,7.26
17,Total Assets,1355,1352,1349,1378,1332,1268,1251,1317,1236,1182,1105,1125,-,575.98,-,599.46,-,568.64,568.64
18,Accounts Payable,113.37,120.41,111.31,122.84,97.32,82.52,65.41,125.11,58.48,55.13,47.5,58.26,-,64.03,-,56.42,-,51.2,51.2
19,Accrued Expenses,190.69,189.9,170.77,208.29,211.71,198.5,180,198.19,218.32,197.22,167.34,195.69,-,157.42,-,213.46,-,158,158
20,Short-Term Debt,28,27.85,28.92,11.39,11.63,8.95,5.25,3.6,-,1.2,1.2,1.2,-,-,-,0.61,-,1.95,1.95
21,Current Portion of Long-Term Debt,4.28,4,6.26,5.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,-,1.34,-,1.71,0.94,1.14,1.79,1.89,0.75,0.88,-,-,-,-,-,-,-,-,-
23,Current Income Taxes Payable,5,1.55,10.63,9.67,13.57,3.5,12.36,11.47,14.14,4.63,15.97,13.29,-,5.58,-,4.75,-,6.78,6.78
24,Current Unearned Revenue,7.49,8.26,6.87,4.45,9.89,6.86,8.96,5.57,11.42,8.33,6.62,3.08,-,4.64,-,6.25,-,7.47,7.47
25,Other Current Liabilities,13.12,14.47,15.88,19.95,12.75,11.03,10.75,21.45,12.22,13.48,8.06,10.45,-,11.6,-,10.64,-,83.73,83.73
26,Total Current Liabilities,361.95,367.77,350.63,383.95,357.81,312.49,284.51,367.28,315.33,280.86,246.69,281.96,-,243.27,-,292.14,-,309.13,309.13
27,Long-Term Debt,9.76,6.37,2.01,0.61,6.92,8.26,9.58,10.89,12.2,13.48,-,-,-,-,-,-,-,-,-
28,Long-Term Leases,4.64,4.61,4.38,4.64,6.09,1.96,1.5,2.02,1.96,1.96,-,-,-,-,-,-,-,-,-
29,Long-Term Unearned Revenue,2.39,2.4,2.42,2.44,2.46,2.47,2.49,2.51,2.53,2.54,2.56,2.58,-,2.62,-,2.65,-,2.69,2.69
30,Long-Term Deferred Tax Liabilities,0.11,0.12,0.12,0.13,-,-,0.29,0.18,0.18,0.24,-,-,-,-,-,-,-,-,-
31,Total Liabilities,378.85,381.27,359.56,391.76,373.27,325.18,298.37,382.87,332.2,299.09,249.26,284.54,-,245.89,-,294.79,-,311.81,311.81
32,Common Stock,112,112,112,112,112,112,80,80,80,80,80,80,-,60,-,60,-,60,60
33,Additional Paid-In Capital,520.45,520.45,520.45,520.45,520.45,520.45,552.45,552.45,552.54,552.54,552.54,552.54,-,104.61,-,104.61,-,104.61,104.61
34,Retained Earnings,294.92,292.8,310.94,311.34,287.68,273.55,287.39,271.69,243.92,222.04,220.4,205.38,-,163.05,-,138.17,-,89.69,89.69
35,Total Common Equity,927.37,925.25,943.39,943.79,920.13,906,919.84,904.14,876.46,854.57,852.94,837.92,-,327.66,302.77,302.77,254.3,254.3,254.3
36,Minority Interest,48.79,45.04,46.26,42.28,38.5,36.69,32.59,30.03,26.93,27.89,3.07,2.84,-,2.43,-,1.9,-,2.53,2.53
37,Shareholders' Equity,976.16,970.3,989.65,986.07,958.63,942.7,952.43,934.18,903.38,882.46,856.01,840.76,-,330.09,304.68,304.68,256.83,256.83,256.83
38,Total Liabilities & Equity,1355,1352,1349,1378,1332,1268,1251,1317,1236,1182,1105,1125,-,575.98,-,599.46,-,568.64,568.64
39,Total Debt,46.68,44.16,41.56,24,25.58,20.3,18.12,18.39,14.91,17.53,1.2,1.2,-,-,0.61,0.61,1.95,1.95,1.95
40,Net Cash (Debt),633.76,621.4,655.23,672.84,655.24,623.99,644.17,653.95,670.04,604.46,642.15,692.87,-,146.33,216.13,216.13,171.07,171.07,171.07
41,Net Cash Growth,-3.28%,-0.42%,1.72%,2.89%,-2.21%,3.23%,0.31%,-5.62%,-,313.09%,197.11%,220.58%,-,-14.46%,26.34%,-,-,-,-
42,Net Cash Per Share,5.65,5.54,5.87,5.89,5.85,5.57,5.75,5.69,5.98,5.40,5.73,8.24,-,1.74,2.57,2.57,-,2.04,2.04
43,Filing Date Shares Outstanding,112,112,112,112,112,112,112,112,112,112,112,112,112,84,84.01,84,-,84,84
44,Total Common Shares Outstanding,112,112,112,112,112,112,112,112,112,112,112,112,84,84,84.01,84,-,84,84
45,Working Capital,720.62,718.45,743.73,742.08,727.92,721.93,735.2,716.48,689.3,665.52,661.51,647.19,-,149.28,-,128.87,-,82.01,82.01
46,Book Value Per Share,8.28,8.26,8.42,8.43,8.22,8.09,8.21,8.07,7.83,7.63,7.62,7.48,-,3.90,3.60,3.60,3.03,3.03,3.03
47,Tangible Book Value,895.14,892.56,910.94,911.14,888.02,873.21,886.68,870.49,843.79,821.62,819.81,805.31,-,294.95,269.67,269.67,220.89,220.89,220.89
48,Tangible Book Value Per Share,7.99,7.97,8.13,8.14,7.93,7.80,7.92,7.77,7.53,7.34,7.32,7.19,-,3.51,3.21,3.21,2.63,2.63,2.63
49,Buildings,-,164.99,-,161.43,-,150.08,-,110.53,-,110.58,-,109.49,-,109.45,-,109.97,-,113.8,113.8
50,Machinery,-,43.85,-,38.93,-,33.37,-,32.29,-,31.08,-,13.28,-,12.46,-,11.7,-,11.25,11.25
51,Construction In Progress,-,8.55,-,1.09,-,1.05,-,40.17,-,34.66,-,0.41,-,-,-,-,-,-,-
