,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
24,Current Income Taxes Payable,-,11.72,0.85,0.38,4.38,9.07,2.25,-,3.61,16.19,2.66,16.11,4.63,4.16,2.84,8.66,5.09,-,5.55,-
25,Current Unearned Revenue,-,1.99,9.27,1.14,1.53,12.25,16.89,-,3.6,3.64,1.77,7.43,4.97,3.55,0.74,1.74,10.84,-,11.85,-
26,Other Current Liabilities,-,5.82,3.56,7.27,1.51,5.71,10.92,-,3.42,21.5,4.58,21.5,5.83,21.27,7.31,5.18,6.54,-,8.01,-
27,Total Current Liabilities,-,208.23,200.08,176.48,190.4,238.42,238.87,-,231.13,200.31,173.99,133.4,190.11,146.7,123.83,132.26,203.53,-,189.43,-
28,Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,27.19,-,29.06,-
29,Long-Term Leases,-,-,-,-,-,-,0.54,-,0.79,-,-,-,0.12,0.36,-,-,-,-,-,-
30,Long-Term Unearned Revenue,-,10.15,10.38,10.63,10.86,11.15,11.38,-,11.83,11.86,12.14,12.37,12.69,12.81,13.03,13.26,13.49,-,13.96,-
31,Long-Term Deferred Tax Liabilities,-,-,-,0.1,-,1.6,1.96,-,1.86,1.28,1.34,1.26,1.15,1.34,1.32,1.52,1.34,-,0.78,-
32,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,0.77,-,-,-,-,-,-
33,Total Liabilities,-,218.38,210.46,187.22,201.27,251.17,252.75,-,245.61,213.44,187.47,147.03,204.07,161.98,138.19,177.04,245.54,-,233.24,-
34,Common Stock,-,179.38,150,150,150,150,150,-,150,150,150,150,150,150,150,150,112.5,-,112.5,-
35,Additional Paid-In Capital,-,327.39,355.47,355.25,352.91,355.72,351.77,-,349.61,349.61,349.61,349.61,349.61,349.61,349.61,349.61,153.9,-,153.9,-
36,Retained Earnings,-,334.34,340.54,320.64,303.46,278.36,251.36,-,260.51,241.73,222.58,236.67,231.37,205.52,195.89,207.32,194.08,-,155.04,-
37,Treasury Stock,-,-31,-30.98,-21.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,Total Common Equity,810.11,810.11,815.02,804.37,806.38,784.08,753.12,760.12,760.12,741.34,722.19,736.28,730.98,705.14,695.5,706.93,460.49,-,421.44,398.02
39,Minority Interest,-,-,-,-,-,-,3.04,-,2.87,2.63,1.71,1.16,1.07,-0.38,-,-,-,-,-,-
40,Shareholders' Equity,810.11,810.11,815.02,804.37,806.38,784.08,756.16,762.99,762.99,743.98,723.9,737.44,732.05,704.76,695.5,706.93,460.49,-,421.44,398.02
41,Total Liabilities & Equity,-,1028,1025,991.59,1008,1035,1009,-,1009,957.42,911.37,884.48,936.12,866.74,833.7,883.97,706.03,-,654.68,-
42,Total Debt,-,-,-,-,-,-,1.03,1.27,1.27,0.25,0.25,0.25,0.36,0.36,-,35,35.04,-,35.06,15.02
43,Net Cash (Debt),263.31,263.31,281.79,302.37,328.91,242.48,264.21,287.13,287.13,255.96,289.91,322.37,355.9,350.21,344.64,422.75,202.27,-,82.9,167.96
44,Net Cash Growth,-19.94%,8.59%,6.66%,5.31%,14.55%,-5.26%,-8.87%,-10.93%,-19.32%,-26.91%,-15.88%,-23.74%,75.95%,-,315.72%,151.70%,-,-,-,-
45,Net Cash Per Share,1.50,1.44,1.70,1.61,1.72,1.55,1.27,1.74,1.52,1.46,1.42,2.03,2.04,1.84,1.95,3.19,1.59,-,0.64,1.21
46,Filing Date Shares Outstanding,175.54,176.27,165.73,177.43,176.27,180,180,165.43,180,180,180,180,180,180,180,180,180,140.66,135,139.32
47,Total Common Shares Outstanding,175.54,176.27,165.73,177.43,180,180,180,165.43,180,180,180,180,180,180,180,180,135,140.66,135,139.32
48,Working Capital,-,380.67,392.23,384.79,388.8,374.2,337.59,-,366.44,382.94,391.7,424.65,430.25,473.05,470.26,496.68,259.08,-,279.59,-
49,Book Value Per Share,4.60,4.60,4.92,4.53,4.48,4.36,4.18,4.22,4.22,4.12,4.01,4.09,4.06,3.92,3.86,3.93,3.41,-,3.12,2.95
50,Tangible Book Value,780.52,780.52,785.24,774.25,775.92,754.6,718.7,725.21,725.21,706.17,686.77,700.63,695.11,665.49,664.03,675.85,429.23,-,389.78,365.97
51,Tangible Book Value Per Share,4.43,4.43,4.74,4.36,4.31,4.19,3.99,4.03,4.03,3.92,3.82,3.89,3.86,3.70,3.69,3.75,3.18,-,2.89,2.71
52,Buildings,-,-,271.98,-,264.68,-,239.2,-,239.2,-,42.71,-,42.71,-,42.71,-,42.71,-,42.71,-
53,Machinery,-,-,161.36,-,154.99,-,169.09,-,138.4,-,93.17,-,68.01,-,66.73,-,67.34,-,23.5,-
54,Construction In Progress,-,-,0.48,-,8.44,-,31.23,-,35.32,-,197.79,-,193.93,-,143.71,-,138.53,-,88.2,-
