,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
30,EPS (Basic),0.16,0.21,0.12,0.09,0.14,0.17,0.09,0.02,0.10,0.11,0.10,0.03,0.15,0.05,0.12,0.10,0.15,0.14,0.23,0.03
31,EPS (Diluted),0.16,0.21,0.12,0.09,0.13,0.17,0.09,0.02,0.10,0.11,0.10,0.03,0.15,0.05,0.12,0.10,0.15,0.14,0.23,0.03
32,EPS Growth,21.89%,20.16%,26.99%,449.10%,32.30%,58.45%,-5.66%,-49.85%,-32.79%,115.83%,-17.77%,-66.70%,-2.03%,-64.22%,-47.60%,200.30%,-,-,-,-
33,Free Cash Flow,-,32.95,-23.34,-7.01,106.07,-35.96,-8.76,14.83,34.52,-36.05,-9.55,-29.38,41.2,11.01,-43.68,-14.45,31.65,77.12,-24.01,-29.16
34,Free Cash Flow Per Share,-,0.18,-0.14,-0.04,0.56,-0.23,-0.04,0.09,0.18,-0.21,-0.05,-0.18,0.24,0.06,-0.25,-0.11,0.25,0.55,-0.19,-0.21
35,Dividend Per Share,-,-,-,-,0.250,-,-,-,0.175,-,-,-,0.192,-,-,-,0.183,-,-,-
36,Dividend Growth,-,-,-,-,42.86%,-,-,-,-8.71%,-,-,-,4.58%,-,-,-,-,-,-,-
37,Gross Margin,-12.21%,31.80%,22.38%,36.72%,26.43%,31.97%,30.32%,25.90%,25.30%,28.19%,25.01%,25.75%,30.75%,27.76%,35.98%,34.29%,26.64%,34.34%,34.33%,25.77%
38,Operating Margin,35.65%,26.15%,10.90%,12.32%,12.27%,16.66%,10.86%,8.08%,10.92%,11.18%,12.18%,6.74%,14.96%,11.31%,23.10%,17.86%,11.54%,21.53%,20.18%,13.29%
39,Profit Margin,23.93%,19.32%,11.93%,16.10%,11.86%,17.11%,13.77%,5.16%,12.21%,10.42%,15.12%,7.60%,18.19%,11.42%,19.33%,18.19%,12.77%,18.94%,18.24%,13.98%
40,Free Cash Flow Margin,-,16.81%,-14.00%,-6.57%,50.18%,-22.78%,-6.15%,27.70%,22.45%,-19.61%,-7.08%,-42.14%,29.00%,13.05%,-39.14%,-19.87%,21.08%,73.49%,-14.58%,-87.87%
41,EBITDA,47.08,56.41,23.99,18.3,31.1,29,20.34,7.03,19.5,22.51,18.49,6.63,23.21,11.59,27.83,15.05,19.38,24.92,35.3,6.74
42,EBITDA Margin,40.04%,28.78%,14.39%,17.15%,14.71%,18.37%,14.28%,13.13%,12.68%,12.24%,13.70%,9.51%,16.34%,13.74%,24.94%,20.68%,12.91%,23.75%,21.44%,20.31%
43,D&A For EBITDA,5.16,5.16,5.81,5.16,5.16,2.7,4.87,2.7,2.7,1.97,2.06,1.93,1.97,2.05,2.06,2.05,2.05,2.33,2.08,2.33
44,EBIT,41.92,51.25,18.18,13.15,25.94,26.3,15.47,4.33,16.79,20.55,16.43,4.7,21.25,9.54,25.77,13,17.33,22.59,33.22,4.41
45,EBIT Margin,35.65%,26.15%,10.90%,12.32%,12.27%,16.66%,10.86%,8.08%,10.92%,11.18%,12.18%,6.74%,14.96%,11.31%,23.10%,17.86%,11.54%,21.53%,20.18%,13.29%
46,Effective Tax Rate,24.60%,14.16%,17.21%,7.74%,24.80%,13.73%,0.13%,19.44%,-,16.75%,10.14%,13.50%,6.29%,8.92%,10.46%,13.86%,14.08%,12.39%,12.37%,13.99%
47,Revenue as Reported,-,196.02,166.79,106.72,211.37,157.85,142.43,53.53,153.76,183.87,134.97,69.74,142.08,84.35,111.59,72.76,150.17,104.93,164.66,33.18
