,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Gain (Loss) on Sale of Assets,-0.25,0.03,-,-,0.17,-,-,0,0.01,-0.01,-,-,0.06,-0.06,-,-0.01,-,-,-
18,Asset Writedown,6.73,0.41,-0.41,-1.78,-0.46,-,-,-3.62,2.66,-2.92,2.92,0.36,-0.43,-,-,-0.22,-0.22,-0.06,-
19,Legal Settlements,-,-,-,-0.03,-,-,-,-0.05,-,-,-,0.01,-,-,-,-0.02,-,-,-
20,Other Unusual Items,0.25,-0.43,0.18,-3.05,-,-,-,4.36,-,-,-,28.05,-,-,-,6.8,-,-,-
21,Pretax Income,-14.99,-13.28,1.94,0.56,4.19,11,3.38,-5.76,15.01,15.22,14.05,25.64,12.48,29.89,18.11,24.47,14.42,23.56,-2.2
22,Income Tax Expense,-5.34,-3.5,-0.96,0.64,-0.56,-1.98,-0.28,-5.9,2.29,1.33,1.27,1.4,-0.5,4.17,2.98,2.54,1.83,2.67,-
23,Earnings From Continuing Operations,-9.64,-9.78,2.89,-0.09,4.74,12.98,3.65,0.13,12.71,13.89,12.78,24.24,12.98,25.72,15.13,21.93,12.59,20.88,-2.2
24,Minority Interest in Earnings,0.6,1.11,0.65,0.31,0.57,0.47,0.37,0.15,0.23,0.04,0.27,0.03,0.04,0.05,0.15,0.07,0.02,0,-
25,Net Income,-9.04,-8.67,3.55,0.22,5.31,13.45,4.02,0.29,12.94,13.94,13.04,24.27,13.02,25.77,15.28,22,12.61,20.89,-2.2
26,Net Income to Common,-9.04,-8.67,3.55,0.22,5.31,13.45,4.02,0.29,12.94,13.94,13.04,24.27,13.02,25.77,15.28,22,12.61,20.89,-2.2
27,Net Income Growth,-,-,-11.86%,-23.34%,-58.94%,-3.51%,-69.15%,-98.81%,-0.65%,-45.91%,-14.62%,10.31%,3.28%,23.37%,-,-,-,-,-
28,Shares Outstanding (Basic),98,138,118,118,109,99,134,117,112,112,119,116,115,106,85,83,91,96,73
29,Shares Outstanding (Diluted),98,138,118,118,109,99,134,117,112,125,119,116,115,106,85,83,91,96,73
30,Shares Change (YoY),-9.82%,39.34%,-11.86%,0.85%,-2.54%,-20.83%,13.12%,0.80%,-3.03%,17.72%,39.72%,40.18%,26.63%,9.98%,15.58%,-,-,-,-
31,EPS (Basic),-0.09,-0.06,0.03,0.00,0.05,0.14,0.03,0.00,0.12,0.12,0.11,0.21,0.11,0.24,0.18,0.26,0.14,0.22,-0.03
32,EPS (Diluted),-0.09,-0.06,0.03,0.00,0.05,0.14,0.03,0.00,0.12,0.11,0.11,0.21,0.11,0.24,0.18,0.26,0.14,0.22,-0.03
33,EPS Growth,-,-,0%,-23.99%,-57.86%,21.88%,-72.73%,-98.82%,2.45%,-54.05%,-38.89%,-21.31%,-18.44%,12.17%,-,-,-,-,-
34,Free Cash Flow,-92.44,-60.79,-82.45,-25.07,-63.54,-61.91,-190.6,-101.66,-189.65,-52.9,-87.77,29.23,-25.17,-48.63,11.66,-7.66,-8.39,32.3,-21.35
35,Free Cash Flow Per Share,-0.94,-0.44,-0.70,-0.21,-0.58,-0.63,-1.42,-0.87,-1.70,-0.42,-0.74,0.25,-0.22,-0.46,0.14,-0.09,-0.09,0.34,-0.29
36,Dividend Per Share,-,-,-,0.016,-,-,-,-,-,-,-,0.136,-,-,-,-,-,-,-
37,Gross Margin,5.46%,16.52%,21.57%,15.12%,25.07%,23.75%,20.13%,20.55%,18.95%,26.44%,26.95%,18.94%,25.26%,27.04%,26.18%,24.21%,22.03%,23.10%,16.02%
38,Operating Margin,-12.48%,-8.43%,4.23%,4.79%,6.13%,9.11%,1.50%,0.64%,5.80%,13.44%,11.80%,3.55%,9.64%,15.20%,14.86%,14.07%,14.49%,14.28%,-0.32%
39,Profit Margin,-6.87%,-7.77%,2.90%,0.12%,4.53%,9.06%,3.37%,0.18%,7.25%,9.42%,10.83%,16.74%,9.09%,16.02%,10.77%,14.80%,10.74%,12.65%,-5.97%
40,Free Cash Flow Margin,-70.26%,-54.47%,-67.46%,-13.83%,-54.21%,-41.72%,-159.60%,-64.44%,-106.26%,-35.76%,-72.87%,20.17%,-17.57%,-30.24%,8.22%,-5.15%,-7.14%,19.56%,-57.81%
41,EBITDA,-9.8,-2.21,11.78,15.31,13.26,20.24,7.87,7.08,15.92,25.78,19.79,10.72,19.1,29.99,26.36,26.2,21.28,28.82,4.14
42,EBITDA Margin,-7.45%,-1.98%,9.64%,8.44%,11.32%,13.64%,6.59%,4.49%,8.92%,17.43%,16.43%,7.40%,13.33%,18.64%,18.59%,17.63%,18.12%,17.45%,11.22%
43,D&A For EBITDA,6.62,7.19,6.62,6.62,6.07,6.73,6.07,6.07,5.57,5.9,5.57,5.57,5.3,5.53,5.3,5.3,4.26,5.23,4.26
44,EBIT,-16.42,-9.4,5.17,8.69,7.19,13.51,1.79,1.01,10.35,19.88,14.22,5.15,13.81,24.46,21.07,20.9,17.02,23.59,-0.12
45,EBIT Margin,-12.48%,-8.43%,4.23%,4.79%,6.13%,9.11%,1.50%,0.64%,5.80%,13.44%,11.80%,3.55%,9.64%,15.20%,14.86%,14.07%,14.49%,14.28%,-0.32%
46,Effective Tax Rate,-,-,-,115.62%,-,-,-,-,15.28%,8.73%,9.07%,5.47%,-,13.95%,16.45%,10.38%,12.71%,11.35%,-
47,Revenue as Reported,131.57,111.59,122.23,181.36,117.22,148.4,119.42,157.75,178.48,147.9,120.45,144.93,143.27,160.85,141.83,148.63,117.42,165.14,36.93
