,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Other Current Assets,31.14,59.87,54.85,54.06,24.16,22.39,41.3,56.56,19.18,22.91,24.88,29.37,37.1,30.72,16.7,35.42,-,21.26,-
11,Total Current Assets,758.32,983.39,772.7,869.73,850.42,932.2,1063,1214,978.09,1168,890.5,858.26,750.25,776.48,604.83,579.64,-,563.61,-
12,"Property, Plant & Equipment",1715,1573,1525,1391,1065,885.82,740.43,610.94,495.9,398.16,292.79,256.57,194.88,190.28,194.91,198.11,-,196.27,-
13,Long-Term Investments,48.55,48.49,48.12,48.24,47.91,48.01,48.08,48.08,48.14,28.92,28.89,14.47,14.4,14.4,-,-,-,-,-
14,Other Intangible Assets,50.16,50.44,50.72,51,26.73,26.89,26.96,43.14,27.35,27.51,27.66,27.82,27.98,28.15,20.94,21.06,-,21.15,-
15,Long-Term Deferred Tax Assets,33.83,28.4,23.55,22.62,22.86,21.63,19.55,17.89,8.55,8.48,8.31,8.82,4.54,3.97,3.28,3.43,-,4.36,-
16,Long-Term Deferred Charges,10.21,12.06,11.84,13.3,11.29,12.32,12.53,13.96,13.19,3.05,0.2,0.97,-,-,-,1.93,-,2.51,-
17,Other Long-Term Assets,81.46,76.39,47.11,51.96,190.77,179.51,166.06,121.56,129.72,91.39,82.36,44.34,63.39,31.64,2.81,0.26,-,1.49,-
18,Total Assets,2697,2772,2479,2448,2215,2106,2077,2069,1701,1726,1331,1211,1055,1045,826.76,804.43,-,789.4,-
19,Accounts Payable,477.99,510.12,501.95,532.24,359.65,259.19,187.89,205.52,157.1,225.56,150.25,138.17,76.26,61.03,42.64,74.12,-,81.49,-
20,Accrued Expenses,5.25,5.05,5.32,9.25,4.4,4.86,5.12,9.58,3.83,3.55,2.86,7.51,2.3,3.52,2.56,6.4,-,8.15,-
21,Short-Term Debt,252.27,236.27,177.16,110.09,130.09,160.13,200,321.63,327.86,308.24,228.04,143.41,148.37,144.7,161.1,118,-,127.15,-
22,Current Portion of Long-Term Debt,21.44,25.87,20.33,22.27,17.85,16.31,6.75,5.24,-,-,-,-,-,-,-,-,-,-,-
23,Current Portion of Leases,-,0.06,-,0.45,-,1.78,-,1.98,1.36,1.81,7.63,11.47,15.48,16.82,15.91,21.77,-,34.44,-
24,Current Income Taxes Payable,2.84,0.63,2.1,2.8,3.99,1.57,7.14,7.21,5.88,3.07,10.11,11.27,8.19,7.55,9.77,5.73,-,3.23,-
25,Current Unearned Revenue,1.19,0.81,1.14,3.47,1.88,3.65,2.1,2.01,1.3,0.86,1.7,3.7,2.3,4.57,1.48,0.19,-,1.14,-
26,Other Current Liabilities,21.01,30.08,4.12,5.84,11.39,19.97,34.5,22.79,10.75,5.87,4.36,17.65,0.44,21.97,22.48,20.92,-,2.74,-
27,Total Current Liabilities,782,808.88,712.13,686.41,529.26,467.46,443.51,575.97,508.08,548.96,404.97,333.18,253.33,260.17,255.95,247.13,-,258.34,-
28,Long-Term Debt,742.41,817.21,643.02,652.37,611.62,564.65,573.39,437.04,233.3,233.3,20,-,-,-,-,-,-,-,-
29,Long-Term Leases,-,-,0.45,0.54,0.09,4.57,4.37,4.41,5.71,5.28,5.59,6.67,6.79,2.52,8.57,9.75,-,17.7,-
30,Long-Term Unearned Revenue,141.39,105.5,95.5,84.33,69.06,69.28,69.49,69.71,69.33,69.54,42.77,42.98,7.45,7.35,7.52,7.69,-,8.03,-
31,Long-Term Deferred Tax Liabilities,0.01,0.01,0.26,0.29,0.32,1.25,1.35,0.97,-,-,0,0,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,-,0.03,0.03,0.03,-,-,-,0.05,-,-,-,-,-,-,0.02,0.02,-,-,-
33,Total Liabilities,1666,1732,1451,1424,1210,1107,1092,1088,816.42,857.09,473.33,382.83,267.58,270.04,272.05,264.58,-,284.07,-
34,Common Stock,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,86.28,86.28,-,86.28,-
35,Additional Paid-In Capital,412.26,412.02,411.3,410.77,411.47,410.4,409.11,409.11,409.11,409.11,409.11,409.11,409.11,409.11,243.92,243.92,-,243.92,-
36,Retained Earnings,314.2,323.24,333.75,330.2,329.98,324.67,311.2,307.2,306.91,293.97,295.71,282.67,258.4,245.38,219.13,204.34,-,169.73,-
37,Comprehensive Income & Other,96.49,96.49,96.49,96.49,96.5,96.5,96.51,96.51,-,-,-,-,-,-,-,-,-,-,-
38,Total Common Equity,938.23,947.03,956.83,952.75,953.24,946.85,932.09,928.09,831.29,818.36,820.1,807.05,782.79,769.77,549.33,534.54,-,499.93,481.25
39,Minority Interest,93.21,93.81,70.37,71.03,51.84,52.33,52.7,53.07,53.23,50.45,37.29,21.36,5.07,5.11,5.38,5.31,-,5.4,-
40,Shareholders' Equity,1031,1041,1027,1024,1005,999.18,984.79,981.16,884.52,868.81,857.39,828.42,787.86,774.87,554.71,539.85,-,505.33,481.25
41,Total Liabilities & Equity,2697,2772,2479,2448,2215,2106,2077,2069,1701,1726,1331,1211,1055,1045,826.76,804.43,-,789.4,-
42,Total Debt,1016,1079,840.97,785.73,759.64,747.44,784.52,770.3,568.22,548.63,261.27,161.54,170.64,164.05,185.58,149.51,-,179.29,178.83
43,Net Cash (Debt),-885.64,-775.11,-724.17,-603.75,-620.85,-584.62,-495.91,-316.87,-334.54,-93.74,-60.83,48.47,-47.72,10.16,-150.27,-120.55,-,-94.63,-49.17
44,Net Cash Per Share,-9.03,-5.63,-6.12,-5.10,-5.71,-5.92,-3.70,-2.70,-3.00,-0.75,-0.51,0.42,-0.41,0.10,-1.77,-1.45,-,-0.98,-0.67
45,Filing Date Shares Outstanding,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,86.28,115.28,90.92,86.28,73.43
46,Total Common Shares Outstanding,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,115.28,86.28,86.28,90.92,86.28,73.43
47,Working Capital,-23.68,174.51,60.58,183.33,321.16,464.75,619.78,637.76,470.01,619.42,485.54,525.08,496.91,516.31,348.87,332.52,-,305.27,-
48,Book Value Per Share,8.14,8.22,8.30,8.26,8.27,8.21,8.09,8.05,7.21,7.10,7.11,7.00,6.79,6.68,6.37,6.20,-,5.79,5.58
49,Tangible Book Value,888.07,896.59,906.11,901.75,926.51,919.97,905.13,884.95,803.94,790.85,792.43,779.23,754.81,741.61,528.4,513.48,-,478.79,459.87
50,Tangible Book Value Per Share,7.70,7.78,7.86,7.82,8.04,7.98,7.85,7.68,6.97,6.86,6.87,6.76,6.55,6.43,6.12,5.95,-,5.55,5.33
51,Buildings,-,451.33,-,129.73,-,-,-,108.67,-,95.53,-,95.53,-,96.17,-,91.93,-,89.56,-
52,Machinery,-,206.3,-,207.89,-,-,-,196.16,-,188.48,-,180.78,-,173.85,-,175.11,-,82.04,-
53,Construction In Progress,-,1057,-,1182,-,690.21,-,411.99,-,212.86,-,66.38,-,3.05,-,5.3,-,1.81,-
